MODEL,SCENARIO,REGION,VARIABLE,UNIT,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
AIM-Enduse 12.1,EMF27-Base-FullTech,ASIA,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,9126.178808,11910.02185,,12998.84178,,15625.79907,,19080.19415,,22833.2728,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,ASIA,Emissions|CO2|Land Use,Mt CO2/yr,1414.558679,1250.08887,,1151.052014,,933.3365836,,578.484097,,238.06709,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,ASIA,Final Energy,EJ/yr,88.6174471,110.8523132,,129.3985104,,162.7167035,,201.5920443,,242.3539503,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,ASIA,Final Energy|Industry,EJ/yr,38.98875857,50.8786599,,60.75236663,,80.3395037,,102.5710071,,123.9349224,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,ASIA,Final Energy|Transportation,EJ/yr,12.49857051,17.67310178,,25.29158228,,32.40002007,,42.66429616,,56.69838412,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,ASIA,Population,million,3491.875355,3693.739942,,4070.700815,,4347.513158,,4521.687544,,4603.349371,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,ASIA,Primary Energy,EJ/yr,133.5556685,168.7442261,,188.3151494,,227.2071319,,275.4064297,,326.9216752,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,OECD90,Emissions|CO2,Mt CO2/yr,12085.84804,12744.15811,,12642.69681,,13332.28845,,13742.93478,,14150.34538,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,OECD90,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,12000.81447,12669.01134,,12573.50345,,13276.18265,,13708.16029,,14136.03442,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,OECD90,Emissions|CO2|Land Use,Mt CO2/yr,85.033573,75.1467753,,69.19335827,,56.10579873,,34.77449924,,14.31096185,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,OECD90,Final Energy,EJ/yr,142.2490172,147.0223744,,143.7552164,,148.5516633,,153.4661825,,159.5448888,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,OECD90,Final Energy|Industry,EJ/yr,45.42835008,46.42635911,,47.78060554,,52.34019743,,54.72761635,,57.39506635,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,OECD90,Final Energy|Transportation,EJ/yr,46.96600617,48.81376972,,45.66294647,,42.24423541,,41.29743793,,41.62819862,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,OECD90,Population,million,966.004837,997.779838,,1049.300245,,1084.902159,,1107.542785,,1119.499257,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,OECD90,Primary Energy,EJ/yr,193.1202754,202.2832023,,197.1043626,,203.5570278,,208.7618629,,215.2348978,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Emissions|CO2,Mt CO2/yr,34492.04991,38313.59053,,39612.59695,,43835.48629,,49027.79529,,54552.85942,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Emissions|CO2|Carbon Capture and Storage,Mt CO2/yr,0,0,,0,,0,,0,,0,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,29048.11737,33502.62046,,35182.77046,,40243.53817,,46801.49783,,53636.65764,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand,Mt CO2/yr,16226.05004,18797.3321,,20370.94609,,23920.25835,,28318.31094,,32869.40721,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Industry,Mt CO2/yr,6408.762993,7931.638093,,8754.859906,,11118.24672,,13526.83209,,15620.47151,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential and Commercial,Mt CO2/yr,2768.712937,2933.676825,,2891.666798,,3214.038893,,3692.299363,,4185.891381,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Transportation,Mt CO2/yr,6334.343748,7217.786815,,7995.681554,,8857.099269,,10368.00598,,12330.8597,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply,Mt CO2/yr,12686.70206,14569.92309,,14676.45911,,16187.91455,,18347.82163,,20631.88516,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Emissions|CO2|Land Use,Mt CO2/yr,5443.932536,4810.970075,,4429.826492,,3591.948126,,2226.297463,,916.2017786,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Final Energy,EJ/yr,326.7180372,365.997873,,396.4635319,,461.9934507,,543.2045546,,628.3135456,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Final Energy|Electricity,EJ/yr,54.17821039,61.27205358,,74.81506407,,94.67009118,,114.7014095,,134.4634327,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Final Energy|Gases,EJ/yr,50.94413392,53.83863682,,69.34063683,,78.10763857,,90.59084715,,103.1016069,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Final Energy|Geothermal,EJ/yr,0.127246257,0.130590265,,0.093174954,,0.088674374,,0.088935338,,0.090893222,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Final Energy|Heat,EJ/yr,11.30038687,12.22213091,,8.036858104,,4.615803135,,3.075808308,,2.80537687,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Final Energy|Hydrogen,EJ/yr,0,0,,0,,0,,0,,0,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Final Energy|Industry,EJ/yr,112.833689,129.1446723,,145.4334503,,180.4892836,,219.7578193,,258.1351138,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Final Energy|Liquids,EJ/yr,145.4737626,161.6703937,,152.0087119,,164.8700604,,188.2950905,,219.7680356,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Final Energy|Residential and Commercial,EJ/yr,121.8271547,132.0482012,,134.5338427,,152.334327,,171.8046177,,189.6944166,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Final Energy|Solar,EJ/yr,0.159583413,0.168171487,,0.084598483,,0.042677275,,0.021649102,,0.011101122,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Final Energy|Solids,EJ/yr,64.5347137,76.69589626,,92.08448755,,119.5985058,,146.4308147,,168.0730992,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Final Energy|Transportation,EJ/yr,92.05719344,104.8049996,,116.4962389,,129.1698401,,151.6421175,,180.4840153,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Population,million,6535.046682,6931.811378,,7698.556568,,8332.672223,,8824.170195,,9171.39124,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Price|Carbon,US$2005/t CO2,0,0,,0,,0,,0,,0,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Primary Energy,EJ/yr,458.1960111,518.8104229,,545.2412388,,619.4253153,,715.1189273,,816.8797342,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Primary Energy|Biomass,EJ/yr,44.92043073,50.86513631,,47.83642766,,54.75322444,,61.87548308,,67.67717988,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Primary Energy|Coal,EJ/yr,122.9797767,148.4067591,,168.9133323,,203.6266603,,239.7300035,,274.4468315,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Primary Energy|Fossil,EJ/yr,392.1266558,445.0748022,,470.1078077,,532.2792883,,619.5859086,,712.4443086,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Primary Energy|Gas,EJ/yr,101.3201122,109.9150475,,139.7809786,,154.0944844,,180.4355058,,205.265842,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Primary Energy|Geothermal,EJ/yr,0.208427587,0.288510369,,0.444265603,,0.639452165,,1.128138221,,1.616993969,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Primary Energy|Hydro,EJ/yr,10.4465517,11.81583703,,13.65963794,,16.37826022,,16.45267514,,16.37826022,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Primary Energy|Non-Biomass Renewables,EJ/yr,11.19332414,12.68393704,,14.69045195,,17.42491949,,17.90369702,,20.72078053,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Primary Energy|Nuclear,EJ/yr,9.955600448,10.1865474,,12.60655157,,14.9678831,,15.75383865,,16.03746525,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Primary Energy|Ocean,EJ/yr,0,0,,0,,0,,0,,0,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Primary Energy|Oil,EJ/yr,167.8267668,186.7529956,,161.4134967,,174.5581436,,199.4203992,,232.731635,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Primary Energy|Solar,EJ/yr,0.175372995,0.180433663,,0.091945196,,0.047076024,,0.024282795,,2.337491481,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Primary Energy|Wind,EJ/yr,0.362971856,0.399155979,,0.494603206,,0.360131083,,0.298600865,,0.388034866,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Secondary Energy|Electricity,EJ/yr,61.7098616,69.64298836,,85.04891668,,107.6288801,,128.8024163,,151.8157836,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Secondary Energy|Electricity|Biomass,EJ/yr,0.764314681,0.844478807,,0,,0,,0,,0,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Secondary Energy|Electricity|Coal,EJ/yr,24.31214417,28.43009548,,34.01424367,,43.68162325,,54.48158858,,65.86945291,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Secondary Energy|Electricity|Gas,EJ/yr,12.36669775,13.89841017,,24.52587854,,32.63097232,,41.78568471,,50.31946486,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Secondary Energy|Electricity|Geothermal,EJ/yr,0.195702961,0.275451343,,0.434948107,,0.630584728,,1.119244687,,1.607904647,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Secondary Energy|Electricity|Hydro,EJ/yr,10.34208618,11.69767866,,13.52304156,,16.21447762,,16.28814839,,16.21447762,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Secondary Energy|Electricity|Nuclear,EJ/yr,9.455046748,9.668798245,,11.92809336,,14.10669236,,14.82651535,,15.09005831,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Secondary Energy|Electricity|Ocean,EJ/yr,0,0,,0,,0,,0,,0,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Secondary Energy|Electricity|Oil,EJ/yr,3.895107674,4.416657509,,0.120761523,,0,,0,,0,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Secondary Energy|Electricity|Solar,EJ/yr,0.015789581,0.012262176,,0.007346713,,0.004398749,,0.002633693,,2.32639036,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-FullTech,World,Secondary Energy|Electricity|Wind,EJ/yr,0.362971856,0.399155979,,0.494603206,,0.360131083,,0.298600865,,0.388034866,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,ASIA,Emissions|CO2,Mt CO2/yr,10540.73749,13160.11072,,14150.00459,,16559.22738,,19658.96491,,23075.71893,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,ASIA,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,9126.178808,11910.02185,,12998.95258,,15625.8908,,19080.48082,,22837.65184,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,ASIA,Emissions|CO2|Land Use,Mt CO2/yr,1414.558679,1250.08887,,1151.052014,,933.3365836,,578.484097,,238.06709,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,ASIA,Final Energy,EJ/yr,88.6174471,110.8523132,,129.3985104,,162.7167035,,201.5929165,,242.3545717,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,ASIA,Final Energy|Industry,EJ/yr,38.98875857,50.8786599,,60.75236663,,80.3395037,,102.5718793,,123.9355438,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,ASIA,Final Energy|Transportation,EJ/yr,12.49857051,17.67310178,,25.29158228,,32.40002007,,42.66429616,,56.69838412,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,ASIA,Population,million,3491.875355,3693.739942,,4070.700815,,4347.513158,,4521.687544,,4603.349371,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,ASIA,Primary Energy,EJ/yr,133.5556685,168.7442261,,188.3151494,,227.2071319,,275.4073092,,326.9223018,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,OECD90,Emissions|CO2,Mt CO2/yr,12085.84804,12744.15811,,12642.24733,,13331.54922,,13742.20016,,14149.89462,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,OECD90,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,12000.81447,12669.01134,,12573.05397,,13275.44343,,13707.42566,,14135.58366,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,OECD90,Emissions|CO2|Land Use,Mt CO2/yr,85.033573,75.1467753,,69.19335827,,56.10579873,,34.77449924,,14.31096185,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,OECD90,Final Energy,EJ/yr,142.2490172,147.0223744,,143.7552164,,148.5516633,,153.4661825,,159.5448888,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,OECD90,Final Energy|Industry,EJ/yr,45.42835008,46.42635911,,47.78060554,,52.34019743,,54.72761635,,57.39506635,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,OECD90,Final Energy|Transportation,EJ/yr,46.96600617,48.81376972,,45.66294647,,42.24423541,,41.29743793,,41.62819862,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,OECD90,Population,million,966.004837,997.779838,,1049.300245,,1084.902159,,1107.542785,,1119.499257,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,OECD90,Primary Energy,EJ/yr,193.1202754,202.2832023,,197.1043626,,203.5570278,,208.7618634,,215.2348981,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Emissions|CO2,Mt CO2/yr,34492.04991,38313.59053,,39610.42449,,43834.92682,,49027.55341,,54559.13575,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Emissions|CO2|Carbon Capture and Storage,Mt CO2/yr,0,0,,0,,0,,0,,0,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,29048.11737,33502.62046,,35180.598,,40242.97869,,46801.25595,,53642.93397,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand,Mt CO2/yr,16226.05004,18797.3321,,20368.77362,,23919.69887,,28318.06832,,32875.68301,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Industry,Mt CO2/yr,6408.762993,7931.638093,,8754.859906,,11118.24672,,13526.91214,,15620.52854,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential and Commercial,Mt CO2/yr,2768.712937,2933.676825,,2889.494331,,3213.479416,,3691.976702,,4192.110155,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Transportation,Mt CO2/yr,6334.343748,7217.786815,,7995.681554,,8857.099269,,10368.00598,,12330.8597,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply,Mt CO2/yr,12686.70206,14569.92309,,14676.45911,,16187.91455,,18347.82236,,20631.88569,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Emissions|CO2|Land Use,Mt CO2/yr,5443.932536,4810.970075,,4429.826492,,3591.948126,,2226.297463,,916.2017786,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Final Energy,EJ/yr,326.7180372,365.997873,,396.4635319,,461.9934507,,543.2054267,,628.314167,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Final Energy|Electricity,EJ/yr,54.17821039,61.27205358,,74.81506407,,94.67009118,,114.7014095,,134.4634327,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Final Energy|Gases,EJ/yr,50.94413392,53.83863682,,69.34063683,,78.10763857,,90.59084715,,103.1016069,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Final Energy|Geothermal,EJ/yr,0.127246257,0.130590265,,0.093174954,,0.088674374,,0.088935338,,0.090893222,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Final Energy|Heat,EJ/yr,11.30038687,12.22213091,,8.036858104,,4.615803135,,3.075808308,,2.80537687,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Final Energy|Hydrogen,EJ/yr,0,0,,0,,0,,0,,0,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Final Energy|Industry,EJ/yr,112.833689,129.1446723,,145.4334503,,180.4892836,,219.7586915,,258.1357352,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Final Energy|Liquids,EJ/yr,145.4737626,161.6703937,,152.0087119,,164.8700604,,188.2950905,,219.7680356,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Final Energy|Residential and Commercial,EJ/yr,121.8271547,132.0482012,,134.5338427,,152.334327,,171.8046177,,189.6944166,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Final Energy|Solar,EJ/yr,0.159583413,0.168171487,,0.084598483,,0.042677275,,0.021649102,,0.011101122,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Final Energy|Solids,EJ/yr,64.5347137,76.69589626,,92.08448755,,119.5985058,,146.4316868,,168.0737206,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Final Energy|Transportation,EJ/yr,92.05719344,104.8049996,,116.4962389,,129.1698401,,151.6421175,,180.4840153,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Population,million,6535.046682,6931.811378,,7698.556568,,8332.672223,,8824.170195,,9171.39124,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Price|Carbon,US$2005/t CO2,0,0,,0,,0,,0,,0,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Primary Energy,EJ/yr,458.1960111,518.8104229,,545.2412388,,619.4253153,,715.1198076,,816.8803614,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Primary Energy|Biomass,EJ/yr,44.92043073,50.86513631,,47.83642766,,54.75322444,,61.87548308,,67.67717988,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Primary Energy|Coal,EJ/yr,122.9797767,148.4067591,,168.9133323,,203.6266603,,239.7308831,,274.4474582,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Primary Energy|Fossil,EJ/yr,392.1266558,445.0748022,,470.1078077,,532.2792883,,619.5867889,,712.4449358,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Primary Energy|Gas,EJ/yr,101.3201122,109.9150475,,139.7809786,,154.0944844,,180.4355059,,205.2658421,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Primary Energy|Geothermal,EJ/yr,0.208427587,0.288510369,,0.444265603,,0.639452165,,1.128138221,,1.616993969,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Primary Energy|Hydro,EJ/yr,10.4465517,11.81583703,,13.65963794,,16.37826022,,16.45267514,,16.37826022,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Primary Energy|Non-Biomass Renewables,EJ/yr,11.19332414,12.68393704,,14.69045195,,17.42491949,,17.90369702,,20.72078053,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Primary Energy|Nuclear,EJ/yr,9.955600448,10.1865474,,12.60655157,,14.9678831,,15.75383865,,16.03746525,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Primary Energy|Ocean,EJ/yr,0,0,,0,,0,,0,,0,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Primary Energy|Oil,EJ/yr,167.8267668,186.7529956,,161.4134967,,174.5581436,,199.4203999,,232.7316355,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Primary Energy|Solar,EJ/yr,0.175372995,0.180433663,,0.091945196,,0.047076024,,0.024282795,,2.337491481,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Primary Energy|Wind,EJ/yr,0.362971856,0.399155979,,0.494603206,,0.360131083,,0.298600865,,0.388034866,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Secondary Energy|Electricity,EJ/yr,61.7098616,69.64298836,,85.04891668,,107.6288801,,128.8024163,,151.8157836,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Secondary Energy|Electricity|Biomass,EJ/yr,0.764314681,0.844478807,,0,,0,,0,,0,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Secondary Energy|Electricity|Coal,EJ/yr,24.31214417,28.43009548,,34.01424367,,43.68162325,,54.48158858,,65.86945291,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Secondary Energy|Electricity|Gas,EJ/yr,12.36669775,13.89841017,,24.52587854,,32.63097232,,41.78568471,,50.31946486,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Secondary Energy|Electricity|Geothermal,EJ/yr,0.195702961,0.275451343,,0.434948107,,0.630584728,,1.119244687,,1.607904647,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Secondary Energy|Electricity|Hydro,EJ/yr,10.34208618,11.69767866,,13.52304156,,16.21447762,,16.28814839,,16.21447762,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Secondary Energy|Electricity|Nuclear,EJ/yr,9.455046748,9.668798245,,11.92809336,,14.10669236,,14.82651535,,15.09005831,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Secondary Energy|Electricity|Ocean,EJ/yr,0,0,,0,,0,,0,,0,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Secondary Energy|Electricity|Oil,EJ/yr,3.895107674,4.416657509,,0.120761523,,0,,0,,0,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Secondary Energy|Electricity|Solar,EJ/yr,0.015789581,0.012262176,,0.007346713,,0.004398749,,0.002633693,,2.32639036,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimBio,World,Secondary Energy|Electricity|Wind,EJ/yr,0.362971856,0.399155979,,0.494603206,,0.360131083,,0.298600865,,0.388034866,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-NucOff,ASIA,Emissions|CO2,Mt CO2/yr,10540.73749,13154.41747,,14498.89209,,17490.81671,,20803.06254,,24274.21338,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-NucOff,ASIA,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,9126.178808,11904.3286,,13347.84008,,16557.48013,,20224.57844,,24036.14629,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-NucOff,ASIA,Emissions|CO2|Land Use,Mt CO2/yr,1414.558679,1250.08887,,1151.052014,,933.3365836,,578.484097,,238.06709,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-NucOff,ASIA,Final Energy,EJ/yr,88.6174471,110.8523132,,129.3985104,,162.7129233,,201.5901663,,242.3530654,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-NucOff,ASIA,Final Energy|Industry,EJ/yr,38.98875857,50.8786599,,60.75236663,,80.33572344,,102.5691291,,123.9340375,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-NucOff,ASIA,Final Energy|Transportation,EJ/yr,12.49857051,17.67310178,,25.29158228,,32.40002007,,42.66429616,,56.69838412,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-NucOff,ASIA,Population,million,3491.875355,3693.739942,,4070.700815,,4347.513158,,4521.687544,,4603.349371,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-NucOff,ASIA,Primary Energy,EJ/yr,133.5556685,168.6954831,,190.4349226,,232.7249665,,281.952685,,333.6515219,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-NucOff,OECD90,Emissions|CO2,Mt CO2/yr,12085.84804,12755.9479,,12764.74319,,13666.61377,,14159.44709,,14582.94856,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-NucOff,OECD90,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,12000.81447,12680.80112,,12695.54983,,13610.50797,,14124.67259,,14568.63759,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-NucOff,OECD90,Emissions|CO2|Land Use,Mt CO2/yr,85.033573,75.1467753,,69.19335827,,56.10579873,,34.77449924,,14.31096185,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-NucOff,OECD90,Final Energy,EJ/yr,142.2490172,147.0223744,,143.7721309,,148.5946285,,153.5129496,,159.5737028,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-NucOff,OECD90,Final Energy|Industry,EJ/yr,45.42835008,46.42635911,,47.7982519,,52.3527539,,54.73131352,,57.40196177,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-NucOff,OECD90,Final Energy|Transportation,EJ/yr,46.96600617,48.81376972,,45.66294647,,42.24423541,,41.29743793,,41.62819862,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-NucOff,OECD90,Population,million,966.004837,997.779838,,1049.300245,,1084.902159,,1107.542785,,1119.499257,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-NucOff,OECD90,Primary Energy,EJ/yr,193.1202754,202.3842645,,197.9939815,,205.7757867,,211.4028811,,217.8213318,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-NucOff,World,Emissions|CO2,Mt CO2/yr,34492.04991,38315.63026,,40195.93676,,45402.18062,,50973.60386,,56588.80494,,,,,,,,,,
