MODEL,SCENARIO,REGION,VARIABLE,UNIT,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Final Energy|Residential and Commercial|Hydrogen,EJ/yr,0,0,,0,,0,,0,,0,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Final Energy|Residential and Commercial|Liquids,EJ/yr,20.48362202,21.52681426,,18.30980457,,19.28405145,,23.07428369,,28.63888716,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Final Energy|Residential and Commercial|Solids,EJ/yr,37.17240345,41.78968332,,38.70302645,,40.75538563,,41.99293925,,41.43660912,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Final Energy|Residential and Commercial|Solids|Biomass,EJ/yr,32.53239469,36.70880649,,34.56626545,,36.62990014,,37.78360922,,37.1400845,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.640008765,5.080876827,,4.136760996,,4.125485491,,4.209330028,,4.296524616,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Final Energy|Solar,EJ/yr,0.159583413,0.168171487,,0.084598483,,0.042677275,,0.021649102,,0.011101122,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Final Energy|Solids,EJ/yr,64.5347137,76.69589626,,92.0863717,,119.619678,,146.4370386,,168.0938512,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Final Energy|Solids|Biomass,EJ/yr,39.65409119,45.07377766,,45.45062627,,52.23021987,,59.41893073,,64.89667781,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Final Energy|Solids|Biomass|Traditional,EJ/yr,32.53239469,36.70880649,,34.56626545,,36.62990014,,37.78360922,,37.1400845,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Final Energy|Solids|Coal,EJ/yr,24.88062251,31.62211861,,46.63574544,,67.38945814,,87.01810789,,103.1971733,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Final Energy|Transportation,EJ/yr,92.05719344,104.8049996,,116.4957424,,129.1698401,,151.6421175,,180.4840034,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Final Energy|Transportation|Electricity,EJ/yr,0.85387872,0.846892737,,0.70019771,,0.669572896,,0.681764357,,0.745122829,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Final Energy|Transportation|Freight,EJ/yr,35.04366946,40.87996327,,47.18297268,,51.72631055,,60.35835607,,71.44297989,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Final Energy|Transportation|Gases,EJ/yr,2.598239236,2.598239236,,5.735159374,,6.667683706,,8.914129308,,10.99056419,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Final Energy|Transportation|Hydrogen,EJ/yr,0,0,,0,,0,,0,,0,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Final Energy|Transportation|Liquids,EJ/yr,88.60507548,101.3598676,,110.0603853,,121.8325835,,142.0462238,,168.7483163,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Final Energy|Transportation|Passenger,EJ/yr,54.09433692,61.00584925,,66.39358268,,74.52434253,,88.36457439,,106.1218364,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,GDP|MER,billion US$2005/yr,44940.469,49283.15572,,66058.60843,,88616.16869,,117479.9394,,151103.8714,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Population,million,6535.046682,6931.811378,,7698.556568,,8332.672223,,8824.170195,,9171.39124,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Price|Carbon,US$2005/t CO2,0,0,,0,,0,,0,,0,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Primary Energy,EJ/yr,458.1960111,518.904177,,549.3668338,,629.3843101,,726.9672836,,830.5688419,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Primary Energy|Biomass,EJ/yr,44.92043073,50.87077902,,47.8370816,,54.75322444,,61.87548308,,67.67717988,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Primary Energy|Biomass|w/ CCS,EJ/yr,0,0,,0,,0,,0,,0,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Primary Energy|Biomass|w/o CCS,EJ/yr,44.92043073,50.87077902,,47.8370816,,54.75322444,,61.87548308,,67.67717988,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Primary Energy|Coal,EJ/yr,122.9797767,148.3952372,,173.8689926,,217.0347133,,256.5848432,,292.7636191,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Primary Energy|Coal|w/ CCS,EJ/yr,0,0,,0,,0,,0,,0,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Primary Energy|Coal|w/o CCS,EJ/yr,122.9797767,148.3952372,,173.8689926,,217.0347133,,256.5848432,,292.7636191,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Primary Energy|Fossil,EJ/yr,392.1266558,445.2233742,,477.9203829,,552.4988856,,644.4799401,,742.4708211,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Primary Energy|Fossil|w/ CCS,EJ/yr,0,0,,0,,0,,0,,0,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Primary Energy|Fossil|w/o CCS,EJ/yr,392.1266558,445.2233742,,477.9203829,,552.4988856,,644.4799401,,742.4708211,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Primary Energy|Gas,EJ/yr,101.3201122,109.9788001,,142.6123622,,160.8497564,,188.4108997,,216.2392723,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Primary Energy|Gas|w/ CCS,EJ/yr,0,0,,0,,0,,0,,0,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Primary Energy|Gas|w/o CCS,EJ/yr,101.3201122,109.9788001,,142.6123622,,160.8497564,,188.4108997,,216.2392723,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Primary Energy|Geothermal,EJ/yr,0.208427587,0.288510369,,0.444265603,,0.639452165,,1.128138221,,1.616993969,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Primary Energy|Hydro,EJ/yr,10.4465517,11.81583703,,13.65963794,,16.4053696,,16.45267514,,16.47726513,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Primary Energy|Non-Biomass Renewables,EJ/yr,11.19332414,12.65410227,,14.50817694,,17.27890022,,17.77294705,,18.28140313,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Primary Energy|Nuclear,EJ/yr,9.955600448,10.15592159,,9.101192356,,4.853299853,,2.838913313,,2.139437759,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Primary Energy|Ocean,EJ/yr,0,0,,0,,0,,0,,0,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Primary Energy|Oil,EJ/yr,167.8267668,186.8493368,,161.439028,,174.6144159,,199.4841972,,233.4679297,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Primary Energy|Oil|w/ CCS,EJ/yr,0,0,,0,,0,,0,,0,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Primary Energy|Oil|w/o CCS,EJ/yr,167.8267668,186.8493368,,161.439028,,174.6144159,,199.4841972,,233.4679297,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Primary Energy|Solar,EJ/yr,0.175372995,0.180433663,,0.091945196,,0.047076024,,0.024282795,,0.012678011,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Primary Energy|Wind,EJ/yr,0.362971856,0.369321209,,0.312328197,,0.187002429,,0.167850891,,0.174466023,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Secondary Energy|Electricity,EJ/yr,61.7098616,69.64298836,,85.02332255,,107.5829152,,128.752301,,151.29842,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Secondary Energy|Electricity|Biomass,EJ/yr,0.764314681,0.846171619,,0,,0,,0,,0,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Secondary Energy|Electricity|Biomass|w/ CCS,EJ/yr,0,0,,0,,0,,0,,0,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Secondary Energy|Electricity|Biomass|w/o CCS,EJ/yr,0.764314681,0.846171619,,0,,0,,0,,0,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Secondary Energy|Electricity|Coal,EJ/yr,24.31214417,28.43642501,,36.23391301,,49.87369407,,62.4257575,,74.64451949,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Secondary Energy|Electricity|Coal|w/ CCS,EJ/yr,0,0,,0,,0,,0,,0,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Secondary Energy|Electricity|Coal|w/o CCS,EJ/yr,24.31214417,28.43642501,,36.23391301,,49.87369407,,62.4257575,,74.64451949,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Secondary Energy|Electricity|Gas,EJ/yr,12.36669775,13.91983403,,25.7626621,,36.0567229,,46.07437984,,56.54552684,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Secondary Energy|Electricity|Gas|w/ CCS,EJ/yr,0,0,,0,,0,,0,,0,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,12.36669775,13.91983403,,25.7626621,,36.0567229,,46.07437984,,56.54552684,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Secondary Energy|Electricity|Geothermal,EJ/yr,0.195702961,0.275451343,,0.434948107,,0.630584728,,1.119244687,,1.607904647,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Secondary Energy|Electricity|Hydro,EJ/yr,10.34208618,11.69767866,,13.52304156,,16.24131591,,16.28814839,,16.31249248,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,10.91655058,12.35471338,,14.27766458,,17.06330181,,17.57787766,,18.09644004,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Secondary Energy|Electricity|Nuclear,EJ/yr,9.455046748,9.637480906,,8.631507932,,4.58919644,,2.674285961,,2.011933603,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Secondary Energy|Electricity|Ocean,EJ/yr,0,0,,0,,0,,0,,0,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Secondary Energy|Electricity|Oil,EJ/yr,3.895107674,4.448363406,,0.117574926,,0,,0,,0,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Secondary Energy|Electricity|Oil|w/ CCS,EJ/yr,0,0,,0,,0,,0,,0,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Secondary Energy|Electricity|Oil|w/o CCS,EJ/yr,3.895107674,4.448363406,,0.117574926,,0,,0,,0,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Secondary Energy|Electricity|Solar,EJ/yr,0.015789581,0.012262176,,0.007346713,,0.004398749,,0.002633693,,0.001576889,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Secondary Energy|Electricity|Wind,EJ/yr,0.362971856,0.369321209,,0.312328197,,0.187002429,,0.167850891,,0.174466023,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Secondary Energy|Gases,EJ/yr,99.61500904,108.155876,,140.3660205,,158.3152141,,185.302415,,212.6407131,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Secondary Energy|Heat|Geothermal,EJ/yr,0,0,,0,,0,,0,,0,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Secondary Energy|Hydrogen,EJ/yr,0,0,,0,,0,,0,,0,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Secondary Energy|Liquids,EJ/yr,162.2508556,180.6712739,,156.210345,,169.1191094,,193.1221582,,225.9910704,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Secondary Energy|Liquids|Biomass,EJ/yr,0.762295559,0.876163638,,0.906527246,,1.146201129,,1.229338188,,1.404153549,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Secondary Energy|Liquids|Coal,EJ/yr,0,0,,0,,0,,0,,0,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Secondary Energy|Liquids|Fossil,EJ/yr,0,0,,0,,0,,0,,0,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Secondary Energy|Liquids|Fossil|w/ CCS,EJ/yr,0,0,,0,,0,,0,,0,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Secondary Energy|Liquids|Fossil|w/o CCS,EJ/yr,0,0,,0,,0,,0,,0,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Secondary Energy|Liquids|Gas,EJ/yr,0,0,,0,,0,,0,,0,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Secondary Energy|Liquids|Oil,EJ/yr,161.48856,179.7951103,,155.3038178,,167.9729083,,191.8928201,,224.5869168,,,,,,,,,,
AIM-Enduse 12.1,EMF27-Base-LimTech,World,Secondary Energy|Solids,EJ/yr,40.3285678,50.79913398,,61.95281919,,82.77035525,,103.3235728,,120.7358206,,,,,,,,,,
GCAM 3.0,EMF27-450-Conv,ASIA,Emissions|CH4,Mt CH4/yr,139.4882602,134.6483127,,133.9704789,,148.5511206,,148.8047761,,151.5219003,,142.5771913,,133.4467359,,121.797644,,110.3554064,,99.13755141
GCAM 3.0,EMF27-450-Conv,ASIA,Emissions|CO2,Mt CO2/yr,10579.47682,12895.65853,,11695.8029,,11358.51177,,6779.000765,,5145.995583,,3466.850483,,1863.521174,,335.2422915,,-877.6918077,,-1471.873121
GCAM 3.0,EMF27-450-Conv,ASIA,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,9465.687384,11873.81994,,12643.99702,,10853.93541,,7599.847682,,5713.160101,,3980.992845,,2458.406468,,1046.19619,,-65.78786594,,-599.6202681
GCAM 3.0,EMF27-450-Conv,ASIA,Emissions|CO2|Land Use,Mt CO2/yr,1113.789435,1021.838593,,-948.1941202,,504.5763555,,-820.8469163,,-567.1645176,,-514.1423624,,-594.8852937,,-710.9538989,,-811.9039418,,-872.2528528
GCAM 3.0,EMF27-450-Conv,ASIA,Emissions|F-Gases,Mt CO2-equiv/yr,154.1266073,208.1428071,,113.836839,,151.8307095,,195.7187389,,245.4844739,,298.4715705,,348.1008911,,390.217271,,418.3426753,,432.0668354
GCAM 3.0,EMF27-450-Conv,ASIA,Emissions|N2O,kt N2O/yr,4358.549326,5193.4275,,5437.636871,,6011.604778,,6191.156042,,6446.610645,,6325.330725,,6136.510805,,5905.193131,,5643.8868,,5364.903872
GCAM 3.0,EMF27-450-Conv,ASIA,Energy Service|Transportation|Freight,bn tkm/yr,25376.39133,27937.73182,,32532.29198,,37571.24179,,41787.75574,,44851.63736,,46127.07888,,45789.68563,,44683.28906,,43422.00275,,41829.25463
GCAM 3.0,EMF27-450-Conv,ASIA,Energy Service|Transportation|Passenger,bn pkm/yr,7508.50527,9215.310015,,13521.9365,,18472.61361,,23554.08416,,28401.01879,,32476.83089,,35362.07228,,36930.21985,,37764.00327,,37836.46503
GCAM 3.0,EMF27-450-Conv,ASIA,Final Energy,EJ/yr,99.50536502,118.5228229,,146.5559034,,180.7042907,,209.1428745,,232.4555678,,252.3149323,,268.7197457,,282.3324741,,289.6112419,,291.5652833
GCAM 3.0,EMF27-450-Conv,ASIA,Final Energy|Industry,EJ/yr,52.81595842,63.61856949,,75.70529844,,90.43645758,,99.45981952,,105.227684,,110.3280137,,115.625792,,121.2624026,,124.7017157,,127.6082846
GCAM 3.0,EMF27-450-Conv,ASIA,Final Energy|Residential and Commercial|Electricity,EJ/yr,4.70087926,7.05820718,,11.69776872,,21.9227363,,35.0118159,,51.2688403,,69.2462968,,85.8751731,,99.9076565,,109.8849418,,115.2333798
GCAM 3.0,EMF27-450-Conv,ASIA,Final Energy|Transportation,EJ/yr,14.91892512,17.52414512,,22.99300576,,29.08379358,,34.67730318,,39.09197462,,42.40870381,,43.73208176,,43.40831947,,41.64809621,,39.15059629
GCAM 3.0,EMF27-450-Conv,ASIA,GDP|MER,billion US$2005/yr,5361.67536,7271.30694,,13065.9366,,21340.41384,,32389.34244,,46308.315,,63614.0808,,85029.597,,111568.6392,,142254.6918,,172199.7258
GCAM 3.0,EMF27-450-Conv,ASIA,Population,million,3445.257,3687.957,,4054.206,,4326.504,,4498.398,,4584.255,,4593.379,,4532.004,,4410.382,,4239.417,,4043.181
GCAM 3.0,EMF27-450-Conv,ASIA,Primary Energy,EJ/yr,135.5700971,163.3219605,,200.689915,,252.3649651,,298.8075052,,332.8196919,,356.8242186,,375.9614968,,381.4473614,,370.2796566,,348.8984043
GCAM 3.0,EMF27-450-Conv,OECD90,Emissions|CH4,Mt CH4/yr,65.88665206,54.07433165,,46.98755451,,45.35295873,,43.93996346,,43.48052083,,42.53466025,,41.40538001,,38.91160856,,36.21452584,,33.80208292
GCAM 3.0,EMF27-450-Conv,OECD90,Emissions|CO2,Mt CO2/yr,11886.56158,12386.37406,,8905.571236,,7105.950152,,3795.776553,,2284.637799,,1365.373783,,718.4516741,,-118.1483156,,-724.6015217,,-1424.060775
GCAM 3.0,EMF27-450-Conv,OECD90,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,12117.42395,12399.30699,,11142.47857,,8756.152636,,5745.182135,,3846.769732,,2699.475124,,1730.141836,,791.646892,,-10.12020027,,-752.4393251
GCAM 3.0,EMF27-450-Conv,OECD90,Emissions|CO2|Land Use,Mt CO2/yr,-230.8623657,-12.93292599,,-2236.907336,,-1650.202485,,-1949.405581,,-1562.131933,,-1334.101342,,-1011.690161,,-909.7952076,,-714.4813215,,-671.6214504
GCAM 3.0,EMF27-450-Conv,OECD90,Emissions|F-Gases,Mt CO2-equiv/yr,401.7413549,378.2713018,,299.152612,,267.7955193,,268.7024226,,272.6229923,,274.4928204,,275.1298061,,274.79054,,272.9799986,,273.3368109
GCAM 3.0,EMF27-450-Conv,OECD90,Emissions|N2O,kt N2O/yr,4250.530426,4009.108864,,3798.608166,,3993.19264,,4076.030402,,4139.296208,,4154.434474,,4116.615318,,4041.135681,,3950.037147,,3859.51786
GCAM 3.0,EMF27-450-Conv,OECD90,Energy Service|Transportation|Freight,bn tkm/yr,43745.52019,44012.15039,,43857.50153,,44494.6459,,44421.35938,,43842.00575,,42104.75037,,39495.0234,,36373.67233,,33361.02912,,31266.42711
GCAM 3.0,EMF27-450-Conv,OECD90,Energy Service|Transportation|Passenger,bn pkm/yr,20529.59876,21301.80707,,22983.07813,,24580.08352,,26000.87799,,27442.17843,,28544.21698,,29309.47979,,29760.71405,,30122.21143,,30792.43661
GCAM 3.0,EMF27-450-Conv,OECD90,Final Energy,EJ/yr,154.2052589,156.1702639,,152.3925085,,152.4678258,,147.2575317,,141.1494213,,135.772654,,129.6565185,,123.0437814,,116.6652106,,112.3102361
GCAM 3.0,EMF27-450-Conv,OECD90,Final Energy|Industry,EJ/yr,55.89549963,57.13632238,,52.28432685,,49.76640958,,45.04757082,,40.96085921,,37.68721662,,35.20439966,,33.41590265,,31.85676597,,30.90871681
GCAM 3.0,EMF27-450-Conv,OECD90,Final Energy|Residential and Commercial|Electricity,EJ/yr,19.07081696,19.70684208,,22.01361729,,25.1763572,,28.9598231,,33.3045838,,37.4492829,,41.6462496,,45.2439638,,47.4208651,,49.2294695
GCAM 3.0,EMF27-450-Conv,OECD90,Final Energy|Transportation,EJ/yr,52.8624613,52.87964499,,52.66951225,,53.36495299,,52.54309479,,50.36773406,,48.50509174,,45.21736945,,40.62874925,,35.84165672,,31.78053943
GCAM 3.0,EMF27-450-Conv,OECD90,GDP|MER,billion US$2005/yr,30453.47016,31257.60444,,37115.41326,,43363.326,,50175.18678,,58226.2848,,67181.4636,,77553.7506,,89231.6556,,102743.07,,119856.4224
GCAM 3.0,EMF27-450-Conv,OECD90,Population,million,957.895,993.503,,1032.68,,1065.33,,1087.597,,1102.981,,1113.573,,1116.297,,1114.666,,1116.549,,1130.561
GCAM 3.0,EMF27-450-Conv,OECD90,Primary Energy,EJ/yr,195.2089589,197.6698037,,193.5183606,,192.7884096,,190.1739609,,190.1077924,,186.7153136,,178.6276657,,167.508579,,153.659229,,140.840778
GCAM 3.0,EMF27-450-Conv,World,Concentration|CO2|MAGICC6|MED,ppm,379.85,390.8707608,,399.4660277,,395.1562074,,394.8590679,,395.8055335,,396.667747,,395.7678071,,393.0305436,,388.4032897,,382.4488723
GCAM 3.0,EMF27-450-Conv,World,Emissions|BC,Mt BC/yr,8.020367969,8.065962535,,7.968098047,,7.848994937,,6.236890434,,5.182493763,,4.499522729,,3.974814606,,3.557071241,,3.231736043,,2.938211797
GCAM 3.0,EMF27-450-Conv,World,Emissions|CH4,Mt CH4/yr,329.6758333,309.3853679,,297.5508916,,317.3892743,,321.2493735,,326.4097551,,314.6389132,,298.361406,,274.9260472,,249.2169586,,223.9592198
GCAM 3.0,EMF27-450-Conv,World,Emissions|CO,Mt CO/yr,1092.785739,1186.396463,,1189.451208,,1277.374511,,998.7102575,,804.8819932,,687.1688906,,605.9268446,,551.3275449,,513.5653841,,485.6757225
GCAM 3.0,EMF27-450-Conv,World,Emissions|CO2,Mt CO2/yr,31473.62448,34700.9707,,12161.32364,,11121.97504,,6976.377649,,5488.544859,,3289.90226,,1023.40918,,-1751.604093,,-3619.359941,,-6129.592548
GCAM 3.0,EMF27-450-Conv,World,Emissions|CO2|Carbon Capture and Storage,Mt CO2/yr,0,0,,842.1191744,,6343.037838,,14127.40503,,19660.25948,,22376.16476,,23287.77276,,21552.23062,,17708.20114,,12413.02465
GCAM 3.0,EMF27-450-Conv,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,28674.11282,32291.0807,,31795.01715,,26686.81088,,18712.82625,,13526.68538,,9352.922457,,5774.16061,,2413.99044,,-646.0937682,,-3423.565547
GCAM 3.0,EMF27-450-Conv,World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand,Mt CO2/yr,16664.12443,18319.76959,,18053.44786,,17544.0432,,16815.40076,,15221.32212,,13179.22547,,10711.39415,,8139.265369,,5716.058985,,2761.629608
GCAM 3.0,EMF27-450-Conv,World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Industry,Mt CO2/yr,7506.47731,8528.605297,,7600.483736,,6361.552816,,5419.885146,,4400.306845,,3161.352049,,2093.060612,,1310.944483,,749.3795962,,-520.6110527
GCAM 3.0,EMF27-450-Conv,World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Residential and Commercial,Mt CO2/yr,2858.879721,3190.777648,,3315.078526,,3539.107543,,3574.33643,,3224.460382,,2540.391792,,1756.549433,,1082.894381,,614.7268671,,265.6243601
GCAM 3.0,EMF27-450-Conv,World,Emissions|CO2|Fossil Fuels and Industry|Energy Demand|Transportation,Mt CO2/yr,6298.767397,6600.386644,,7137.885601,,7643.382845,,7821.179181,,7596.554889,,7477.481634,,6861.784106,,5745.426505,,4351.952522,,3016.616301
GCAM 3.0,EMF27-450-Conv,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply,Mt CO2/yr,11963.94279,13919.58366,,13711.32262,,9098.147552,,1834.649223,,-1758.115858,,-3879.837073,,-4969.065429,,-5738.850234,,-6365.904867,,-6184.620205
GCAM 3.0,EMF27-450-Conv,World,Emissions|CO2|Fossil Fuels and Industry|Energy Supply|Electricity,Mt CO2/yr,10184.50674,11898.11845,,11992.3671,,8251.587445,,2198.301331,,-916.0488964,,-2697.309633,,-3498.083662,,-4165.622686,,-4452.68241,,-3815.305064
GCAM 3.0,EMF27-450-Conv,World,Emissions|CO2|Land Use,Mt CO2/yr,2799.511668,2409.890002,,-19633.69351,,-15564.83583,,-11736.4486,,-8038.140518,,-6063.020197,,-4750.75143,,-4165.594533,,-2973.266173,,-2706.027001
GCAM 3.0,EMF27-450-Conv,World,Emissions|F-Gases,Mt CO2-equiv/yr,683.7267588,739.4424819,,512.4801993,,538.4750502,,604.3333168,,683.3424435,,771.0131672,,865.6889658,,960.732419,,1045.338209,,1121.079851
GCAM 3.0,EMF27-450-Conv,World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,43370.0479,46325.27676,,23385.77807,,23237.61482,,19466.25119,,18409.72487,,16011.07114,,13393.32509,,10072.34436,,7568.188839,,4401.478983
GCAM 3.0,EMF27-450-Conv,World,Emissions|N2O,kt N2O/yr,13837.11019,14154.09955,,14398.08227,,15845.12893,,16578.39801,,17365.26681,,17234.64045,,16898.83037,,16418.6098,,15834.36916,,15183.38086
GCAM 3.0,EMF27-450-Conv,World,Emissions|NOx,Mt NO2/yr,125.9040984,122.8015576,,118.4527052,,105.075258,,84.27623392,,68.88173891,,57.83019659,,48.49398721,,41.16695567,,35.5752777,,30.99518068
GCAM 3.0,EMF27-450-Conv,World,Emissions|OC,Mt OC/yr,36.00282021,37.70849888,,36.01808591,,38.92040174,,30.62251735,,27.30141078,,25.39913693,,24.19512395,,23.37611231,,22.80782532,,22.37716799
GCAM 3.0,EMF27-450-Conv,World,Emissions|Sulfur,Mt SO2/yr,111.7246718,98.03658266,,90.19517984,,61.46674395,,41.17713715,,32.5621351,,26.2173279,,21.1123068,,17.08335062,,13.83435671,,10.79573617
GCAM 3.0,EMF27-450-Conv,World,Energy Service|Transportation|Freight,bn tkm/yr,86189.36688,90424.35183,,96540.17563,,104493.5205,,110626.246,,114938.7888,,115865.2224,,114112.6673,,110781.8458,,107253.0806,,104591.7145
GCAM 3.0,EMF27-450-Conv,World,Energy Service|Transportation|Passenger,bn pkm/yr,37273.77666,41258.737,,50397.12149,,60323.52064,,70345.88741,,80578.78058,,89869.13492,,98057.08931,,104779.6748,,110293.5284,,115297.8235
GCAM 3.0,EMF27-450-Conv,World,Final Energy,EJ/yr,344.1153477,376.0240609,,417.8566597,,471.104556,,506.7946646,,536.3022699,,564.4720777,,591.0740753,,614.4817878,,630.074485,,643.9122523
GCAM 3.0,EMF27-450-Conv,World,Final Energy|Electricity,EJ/yr,55.55509247,66.43654214,,81.47916675,,114.2468577,,158.2326332,,214.8618292,,275.6653458,,336.9826666,,391.9365094,,433.3668076,,465.3453524
GCAM 3.0,EMF27-450-Conv,World,Final Energy|Gases,EJ/yr,59.09041817,62.00219622,,69.40237017,,73.54655173,,76.46208097,,72.02258211,,58.86702593,,43.20080108,,29.09944021,,18.1773956,,11.86384703
GCAM 3.0,EMF27-450-Conv,World,Final Energy|Heat,EJ/yr,9.815278,10.435702,,9.5731784,,8.9409925,,7.1376833,,4.9857209,,3.0155737,,1.53760384,,0.69608201,,0.27729321,,0.040478292
