MODEL,SCENARIO,REGION,VARIABLE,UNIT,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
GCAM 4.2,SSP1-45,World,Secondary Energy|Electricity|Coal,EJ/yr,,,,,,,,,,,31.86560968,,,,,,,,,,41.49754192,,,,,,,,,,47.82577333,,,,,,,,,,50.53629297,,,,,,,,,,50.7831821,,,,,,,,,,50.070243,,,,,,,,,,47.1739258,,,,,,,,,,30.53544862,,,,,,,,,,14.27415511,,,,,,,,,,7.183601685
GCAM 4.2,SSP1-45,World,Secondary Energy|Electricity|Gas,EJ/yr,,,,,,,,,,,18.35919873,,,,,,,,,,25.81767726,,,,,,,,,,32.99871154,,,,,,,,,,39.24788773,,,,,,,,,,43.98220457,,,,,,,,,,40.6463444,,,,,,,,,,36.72681907,,,,,,,,,,31.4365287,,,,,,,,,,23.08171766,,,,,,,,,,16.76584184
GCAM 4.2,SSP1-45,World,Secondary Energy|Electricity|Geothermal,EJ/yr,,,,,,,,,,,0.245125699,,,,,,,,,,1.580085069,,,,,,,,,,3.350546153,,,,,,,,,,4.72266358,,,,,,,,,,5.77648393,,,,,,,,,,6.676288854,,,,,,,,,,7.425986069,,,,,,,,,,8.127432391,,,,,,,,,,7.663633038,,,,,,,,,,6.407500883
GCAM 4.2,SSP1-45,World,Secondary Energy|Electricity|Hydro,EJ/yr,,,,,,,,,,,12.3909307,,,,,,,,,,13.0189043,,,,,,,,,,13.6647437,,,,,,,,,,14.6095264,,,,,,,,,,15.8542282,,,,,,,,,,17.0989167,,,,,,,,,,18.3436002,,,,,,,,,,19.5883008,,,,,,,,,,20.8329875,,,,,,,,,,21.4553438
GCAM 4.2,SSP1-45,World,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,,,,,,,,,,,13.98674226,,,,,,,,,,23.74642491,,,,,,,,,,35.9084287,,,,,,,,,,55.11405264,,,,,,,,,,77.24020355,,,,,,,,,,102.4250992,,,,,,,,,,129.8630772,,,,,,,,,,168.9680014,,,,,,,,,,206.8884717,,,,,,,,,,222.501844
GCAM 4.2,SSP1-45,World,Secondary Energy|Electricity|Nuclear,EJ/yr,,,,,,,,,,,9.9226372,,,,,,,,,,8.9512073,,,,,,,,,,7.785600565,,,,,,,,,,5.947689866,,,,,,,,,,4.158650291,,,,,,,,,,3.12867617,,,,,,,,,,2.491628418,,,,,,,,,,3.073957863,,,,,,,,,,3.537104249,,,,,,,,,,3.553609925
GCAM 4.2,SSP1-45,World,Secondary Energy|Electricity|Oil,EJ/yr,,,,,,,,,,,3.465578685,,,,,,,,,,1.395613231,,,,,,,,,,1.801569539,,,,,,,,,,1.841917099,,,,,,,,,,1.620783936,,,,,,,,,,1.715435618,,,,,,,,,,1.57511845,,,,,,,,,,1.479404807,,,,,,,,,,1.064541753,,,,,,,,,,0.680809581
GCAM 4.2,SSP1-45,World,Secondary Energy|Electricity|Solar,EJ/yr,,,,,,,,,,,0.120504237,,,,,,,,,,1.719315385,,,,,,,,,,4.3963304,,,,,,,,,,11.19017607,,,,,,,,,,22.71027281,,,,,,,,,,38.62111281,,,,,,,,,,58.3271734,,,,,,,,,,86.45853764,,,,,,,,,,116.793416,,,,,,,,,,134.3725663
GCAM 4.2,SSP1-45,World,Secondary Energy|Electricity|Wind,EJ/yr,,,,,,,,,,,1.230181622,,,,,,,,,,7.428120151,,,,,,,,,,14.49680844,,,,,,,,,,24.59168659,,,,,,,,,,32.89921862,,,,,,,,,,40.02878083,,,,,,,,,,45.76631753,,,,,,,,,,54.7937306,,,,,,,,,,61.59843513,,,,,,,,,,60.26643301
GCAM 4.2,SSP1-45,World,Secondary Energy|Gases,EJ/yr,,,,,,,,,,,114.3028523,,,,,,,,,,135.0868541,,,,,,,,,,163.9601088,,,,,,,,,,183.2569043,,,,,,,,,,192.4447279,,,,,,,,,,182.8041876,,,,,,,,,,168.7326391,,,,,,,,,,150.4773594,,,,,,,,,,129.0453366,,,,,,,,,,114.3134339
GCAM 4.2,SSP1-45,World,Secondary Energy|Hydrogen,EJ/yr,,,,,,,,,,,0,,,,,,,,,,0.325368751,,,,,,,,,,0.961103694,,,,,,,,,,1.845508808,,,,,,,,,,2.900953176,,,,,,,,,,3.606703323,,,,,,,,,,4.261877287,,,,,,,,,,4.688884207,,,,,,,,,,4.938580738,,,,,,,,,,4.843708963
GCAM 4.2,SSP1-45,World,Secondary Energy|Liquids,EJ/yr,,,,,,,,,,,168.5915828,,,,,,,,,,182.757345,,,,,,,,,,211.7449184,,,,,,,,,,235.6878205,,,,,,,,,,250.805032,,,,,,,,,,261.6761882,,,,,,,,,,263.1963929,,,,,,,,,,254.9404046,,,,,,,,,,241.5168595,,,,,,,,,,229.7821931
GCAM 4.2,SSP1-45,World,Secondary Energy|Solids,EJ/yr,,,,,,,,,,,70.95687965,,,,,,,,,,78.04748048,,,,,,,,,,82.78661247,,,,,,,,,,83.92958052,,,,,,,,,,78.94254244,,,,,,,,,,69.12940663,,,,,,,,,,56.78790226,,,,,,,,,,43.49204765,,,,,,,,,,32.91920893,,,,,,,,,,26.46161941
GCAM 4.2,SSP1-Baseline,World,Emissions|CO2,Mt CO2/yr,,,,,,,,,,,35775.43167,,,,,,,,,,36838.78221,,,,,,,,,,41740.18445,,,,,,,,,,46587.93071,,,,,,,,,,48042.78214,,,,,,,,,,49156.29381,,,,,,,,,,48076.49646,,,,,,,,,,44057.05718,,,,,,,,,,39667.8823,,,,,,,,,,34839.84627
GCAM 4.2,SSP1-Baseline,World,Final Energy,EJ/yr,,,,,,,,,,,393.8514517,,,,,,,,,,450.9608463,,,,,,,,,,512.8019861,,,,,,,,,,569.0485974,,,,,,,,,,607.5611363,,,,,,,,,,632.1771026,,,,,,,,,,643.6954095,,,,,,,,,,640.3439388,,,,,,,,,,624.2119329,,,,,,,,,,598.6353491
GCAM 4.2,SSP1-Baseline,World,Population,million,,,,,,,,,,,6895.882,,,,,,,,,,7545.107,,,,,,,,,,8026.539,,,,,,,,,,8348.692,,,,,,,,,,8486.018,,,,,,,,,,8443.981,,,,,,,,,,8247.938,,,,,,,,,,7914.952,,,,,,,,,,7457.846,,,,,,,,,,6906.14
GCAM 4.2,SSP1-Baseline,World,Price|Carbon,US$2010/t CO2,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0
GCAM 4.2,SSP1-Baseline,World,Primary Energy,EJ/yr,,,,,,,,,,,508.6228634,,,,,,,,,,600.3188952,,,,,,,,,,706.9918587,,,,,,,,,,793.3942675,,,,,,,,,,847.4359359,,,,,,,,,,880.1406204,,,,,,,,,,886.7537632,,,,,,,,,,861.6068606,,,,,,,,,,823.7354404,,,,,,,,,,775.4145589
GCAM 4.2,SSP1-Baseline,World,Primary Energy|Biomass,EJ/yr,,,,,,,,,,,51.53006975,,,,,,,,,,55.50844582,,,,,,,,,,65.07218968,,,,,,,,,,75.07483503,,,,,,,,,,83.83366624,,,,,,,,,,93.59323865,,,,,,,,,,97.62125849,,,,,,,,,,99.27121581,,,,,,,,,,97.89342673,,,,,,,,,,94.53561399
GCAM 4.2,SSP1-Baseline,World,Primary Energy|Coal,EJ/yr,,,,,,,,,,,143.2597785,,,,,,,,,,184.6534059,,,,,,,,,,224.231762,,,,,,,,,,245.355968,,,,,,,,,,251.918909,,,,,,,,,,259.972721,,,,,,,,,,256.987963,,,,,,,,,,228.682162,,,,,,,,,,202.089625,,,,,,,,,,173.526734
GCAM 4.2,SSP1-Baseline,World,Primary Energy|Fossil,EJ/yr,,,,,,,,,,,433.1834143,,,,,,,,,,513.0759379,,,,,,,,,,599.3355912,,,,,,,,,,659.8107482,,,,,,,,,,687.2352983,,,,,,,,,,690.610009,,,,,,,,,,675.198007,,,,,,,,,,626.877337,,,,,,,,,,573.101206,,,,,,,,,,516.706745
GCAM 4.2,SSP1-Baseline,World,Primary Energy|Gas,EJ/yr,,,,,,,,,,,113.8447956,,,,,,,,,,144.966954,,,,,,,,,,194.814839,,,,,,,,,,231.856303,,,,,,,,,,249.347548,,,,,,,,,,246.87438,,,,,,,,,,226.976837,,,,,,,,,,203.51012,,,,,,,,,,179.731581,,,,,,,,,,162.286568
GCAM 4.2,SSP1-Baseline,World,Primary Energy|Geothermal,EJ/yr,,,,,,,,,,,0.2451255,,,,,,,,,,1.538170699,,,,,,,,,,3.239999025,,,,,,,,,,4.49308783,,,,,,,,,,5.282141651,,,,,,,,,,5.892771427,,,,,,,,,,6.153085228,,,,,,,,,,6.199120831,,,,,,,,,,5.785107581,,,,,,,,,,5.048384439
GCAM 4.2,SSP1-Baseline,World,Primary Energy|Hydro,EJ/yr,,,,,,,,,,,12.3909307,,,,,,,,,,13.0198439,,,,,,,,,,13.6647437,,,,,,,,,,14.6095264,,,,,,,,,,15.8542282,,,,,,,,,,17.0989167,,,,,,,,,,18.3436002,,,,,,,,,,19.5883008,,,,,,,,,,20.8329875,,,,,,,,,,21.4553438
GCAM 4.2,SSP1-Baseline,World,Primary Energy|Non-Biomass Renewables,EJ/yr,,,,,,,,,,,13.98674215,,,,,,,,,,22.7577536,,,,,,,,,,34.81856079,,,,,,,,,,52.6270401,,,,,,,,,,72.35486619,,,,,,,,,,93.05650414,,,,,,,,,,111.8785832,,,,,,,,,,133.1893494,,,,,,,,,,150.3777332,,,,,,,,,,161.9142185
GCAM 4.2,SSP1-Baseline,World,Primary Energy|Nuclear,EJ/yr,,,,,,,,,,,9.9226372,,,,,,,,,,8.976757865,,,,,,,,,,7.765517061,,,,,,,,,,5.881644144,,,,,,,,,,4.012105213,,,,,,,,,,2.880868615,,,,,,,,,,2.05591447,,,,,,,,,,2.268958349,,,,,,,,,,2.363074472,,,,,,,,,,2.25798143
GCAM 4.2,SSP1-Baseline,World,Primary Energy|Oil,EJ/yr,,,,,,,,,,,176.0788403,,,,,,,,,,183.455578,,,,,,,,,,180.2889902,,,,,,,,,,182.5984772,,,,,,,,,,185.9688413,,,,,,,,,,183.762908,,,,,,,,,,191.233207,,,,,,,,,,194.685055,,,,,,,,,,191.28,,,,,,,,,,180.893443
GCAM 4.2,SSP1-Baseline,World,Primary Energy|Solar,EJ/yr,,,,,,,,,,,0.12050482,,,,,,,,,,1.605800381,,,,,,,,,,4.195259173,,,,,,,,,,10.43408574,,,,,,,,,,20.65354431,,,,,,,,,,34.14335193,,,,,,,,,,48.6646793,,,,,,,,,,64.37240562,,,,,,,,,,78.34526731,,,,,,,,,,90.00418479
GCAM 4.2,SSP1-Baseline,World,Primary Energy|Wind,EJ/yr,,,,,,,,,,,1.23018113,,,,,,,,,,6.593938622,,,,,,,,,,13.7185589,,,,,,,,,,23.09034013,,,,,,,,,,30.56495203,,,,,,,,,,35.92146409,,,,,,,,,,38.71721852,,,,,,,,,,43.02952219,,,,,,,,,,45.41437079,,,,,,,,,,45.40630548
GCAM 4.2,SSP1-Baseline,World,Secondary Energy|Electricity,EJ/yr,,,,,,,,,,,78.38901522,,,,,,,,,,104.389481,,,,,,,,,,130.6414228,,,,,,,,,,158.6537753,,,,,,,,,,184.9118064,,,,,,,,,,204.5516899,,,,,,,,,,221.548561,,,,,,,,,,232.6779794,,,,,,,,,,237.5848105,,,,,,,,,,236.1978514
GCAM 4.2,SSP1-Baseline,World,Secondary Energy|Electricity|Biomass,EJ/yr,,,,,,,,,,,0.789247182,,,,,,,,,,1.296550323,,,,,,,,,,2.227413095,,,,,,,,,,3.515997762,,,,,,,,,,4.93664601,,,,,,,,,,6.198947789,,,,,,,,,,7.421750773,,,,,,,,,,8.114937973,,,,,,,,,,8.164797757,,,,,,,,,,7.420676081
GCAM 4.2,SSP1-Baseline,World,Secondary Energy|Electricity|Coal,EJ/yr,,,,,,,,,,,31.86561027,,,,,,,,,,42.81422779,,,,,,,,,,49.96727979,,,,,,,,,,53.94793751,,,,,,,,,,55.80910943,,,,,,,,,,57.11738374,,,,,,,,,,58.75287863,,,,,,,,,,51.21304404,,,,,,,,,,44.51261824,,,,,,,,,,37.0850038
GCAM 4.2,SSP1-Baseline,World,Secondary Energy|Electricity|Gas,EJ/yr,,,,,,,,,,,18.35919913,,,,,,,,,,26.90282436,,,,,,,,,,34.02388424,,,,,,,,,,40.75737663,,,,,,,,,,46.07340521,,,,,,,,,,43.4344897,,,,,,,,,,39.68036945,,,,,,,,,,36.20337558,,,,,,,,,,30.68697578,,,,,,,,,,26.45543057
GCAM 4.2,SSP1-Baseline,World,Secondary Energy|Electricity|Geothermal,EJ/yr,,,,,,,,,,,0.2451255,,,,,,,,,,1.538170699,,,,,,,,,,3.239999025,,,,,,,,,,4.49308783,,,,,,,,,,5.282141651,,,,,,,,,,5.892771427,,,,,,,,,,6.153085228,,,,,,,,,,6.199120831,,,,,,,,,,5.785107581,,,,,,,,,,5.048384439
GCAM 4.2,SSP1-Baseline,World,Secondary Energy|Electricity|Hydro,EJ/yr,,,,,,,,,,,12.3909307,,,,,,,,,,13.0198439,,,,,,,,,,13.6647437,,,,,,,,,,14.6095264,,,,,,,,,,15.8542282,,,,,,,,,,17.0989167,,,,,,,,,,18.3436002,,,,,,,,,,19.5883008,,,,,,,,,,20.8329875,,,,,,,,,,21.4553438
GCAM 4.2,SSP1-Baseline,World,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,,,,,,,,,,,13.98674255,,,,,,,,,,22.75775379,,,,,,,,,,34.81856079,,,,,,,,,,52.6270401,,,,,,,,,,72.35486619,,,,,,,,,,93.05650414,,,,,,,,,,111.8785832,,,,,,,,,,133.1893494,,,,,,,,,,150.3777332,,,,,,,,,,161.9142185
GCAM 4.2,SSP1-Baseline,World,Secondary Energy|Electricity|Nuclear,EJ/yr,,,,,,,,,,,9.9226372,,,,,,,,,,8.976757865,,,,,,,,,,7.765517061,,,,,,,,,,5.881644144,,,,,,,,,,4.012105213,,,,,,,,,,2.880868615,,,,,,,,,,2.05591447,,,,,,,,,,2.268958349,,,,,,,,,,2.363074472,,,,,,,,,,2.25798143
GCAM 4.2,SSP1-Baseline,World,Secondary Energy|Electricity|Oil,EJ/yr,,,,,,,,,,,3.46557889,,,,,,,,,,1.641366848,,,,,,,,,,1.838767781,,,,,,,,,,1.923779165,,,,,,,,,,1.72567437,,,,,,,,,,1.863495937,,,,,,,,,,1.759064441,,,,,,,,,,1.688313984,,,,,,,,,,1.479611108,,,,,,,,,,1.064541041
GCAM 4.2,SSP1-Baseline,World,Secondary Energy|Electricity|Solar,EJ/yr,,,,,,,,,,,0.12050522,,,,,,,,,,1.605800571,,,,,,,,,,4.195259173,,,,,,,,,,10.43408574,,,,,,,,,,20.65354431,,,,,,,,,,34.14335193,,,,,,,,,,48.6646793,,,,,,,,,,64.37240562,,,,,,,,,,78.34526731,,,,,,,,,,90.00418479
GCAM 4.2,SSP1-Baseline,World,Secondary Energy|Electricity|Wind,EJ/yr,,,,,,,,,,,1.23018113,,,,,,,,,,6.593938622,,,,,,,,,,13.7185589,,,,,,,,,,23.09034013,,,,,,,,,,30.56495203,,,,,,,,,,35.92146409,,,,,,,,,,38.71721852,,,,,,,,,,43.02952219,,,,,,,,,,45.41437079,,,,,,,,,,45.40630548
GCAM 4.2,SSP1-Baseline,World,Secondary Energy|Gases,EJ/yr,,,,,,,,,,,114.3028523,,,,,,,,,,139.0321164,,,,,,,,,,165.4638174,,,,,,,,,,185.7408486,,,,,,,,,,196.3996993,,,,,,,,,,188.4842802,,,,,,,,,,176.174705,,,,,,,,,,163.5097366,,,,,,,,,,148.2133365,,,,,,,,,,136.350519
GCAM 4.2,SSP1-Baseline,World,Secondary Energy|Hydrogen,EJ/yr,,,,,,,,,,,0,,,,,,,,,,0.326558428,,,,,,,,,,0.962981664,,,,,,,,,,1.849533756,,,,,,,,,,2.92270368,,,,,,,,,,3.630437938,,,,,,,,,,4.266177497,,,,,,,,,,4.695004541,,,,,,,,,,4.942704808,,,,,,,,,,4.890408848
GCAM 4.2,SSP1-Baseline,World,Secondary Energy|Liquids,EJ/yr,,,,,,,,,,,168.5915831,,,,,,,,,,185.6633361,,,,,,,,,,213.0190701,,,,,,,,,,238.1232768,,,,,,,,,,254.8720041,,,,,,,,,,268.9656109,,,,,,,,,,275.7584041,,,,,,,,,,275.350075,,,,,,,,,,268.0562117,,,,,,,,,,255.5585929
GCAM 4.2,SSP1-Baseline,World,Secondary Energy|Solids,EJ/yr,,,,,,,,,,,70.95687965,,,,,,,,,,79.73683107,,,,,,,,,,84.83017152,,,,,,,,,,87.25052105,,,,,,,,,,84.5257949,,,,,,,,,,78.34457817,,,,,,,,,,69.99497867,,,,,,,,,,60.9526199,,,,,,,,,,51.55286456,,,,,,,,,,42.60631041
GCAM 4.2,SSP2-19,World,Emissions|CO2,Mt CO2/yr,,,,,,31887.31386,,,,,35775.47108,,,,,,,,,,41337.61975,,,,,,,,,,36001.98326,,,,,,,,,,9535.763441,,,,,,,,,,-7452.18824,,,,,,,,,,-13187.10828,,,,,,,,,,-14127.61544,,,,,,,,,,-18177.96885,,,,,,,,,,-23522.44607,,,,,,,,,,-31683.69888
GCAM 4.2,SSP2-19,World,Final Energy,EJ/yr,,,,,,359.0532946,,,,,393.8514062,,,,,,,,,,470.9078221,,,,,,,,,,504.9126756,,,,,,,,,,525.1194649,,,,,,,,,,554.0809303,,,,,,,,,,576.6635276,,,,,,,,,,599.7193533,,,,,,,,,,623.4439617,,,,,,,,,,652.3136948,,,,,,,,,,670.2372538
GCAM 4.2,SSP2-19,World,Population,million,,,,,,6506.642,,,,,6895.882,,,,,,,,,,7639.358,,,,,,,,,,8289.389,,,,,,,,,,8812.63,,,,,,,,,,9190.938,,,,,,,,,,9401.596,,,,,,,,,,9466.277,,,,,,,,,,9409.758,,,,,,,,,,9250.717,,,,,,,,,,9024.486
GCAM 4.2,SSP2-19,World,Price|Carbon,US$2010/t CO2,,,,,,0,,,,,0,,,,,,,,,,13.02521625,,,,,,,,,,69.5649375,,,,,,,,,,171.81,,,,,,,,,,279.864,,,,,,,,,,455.814,,,,,,,,,,742.716,,,,,,,,,,1209.708,,,,,,,,,,1970.226,,,,,,,,,,3209.328
GCAM 4.2,SSP2-19,World,Primary Energy,EJ/yr,,,,,,461.0615289,,,,,508.6228525,,,,,,,,,,625.3727262,,,,,,,,,,679.0740239,,,,,,,,,,713.6127795,,,,,,,,,,766.2615249,,,,,,,,,,798.0607338,,,,,,,,,,818.7532203,,,,,,,,,,844.8092159,,,,,,,,,,894.8195726,,,,,,,,,,955.2815979
GCAM 4.2,SSP2-19,World,Primary Energy|Biomass,EJ/yr,,,,,,46.31201417,,,,,51.53006975,,,,,,,,,,63.39253105,,,,,,,,,,98.26751936,,,,,,,,,,166.1408833,,,,,,,,,,207.6039466,,,,,,,,,,232.0795309,,,,,,,,,,263.2888055,,,,,,,,,,310.1923273,,,,,,,,,,369.1373813,,,,,,,,,,453.4467816
GCAM 4.2,SSP2-19,World,Primary Energy|Coal,EJ/yr,,,,,,124.3624283,,,,,143.2597785,,,,,,,,,,189.6320824,,,,,,,,,,148.2650973,,,,,,,,,,73.9717218,,,,,,,,,,59.6140967,,,,,,,,,,47.2073829,,,,,,,,,,26.85667662,,,,,,,,,,8.80366651,,,,,,,,,,2.50303965,,,,,,,,,,0.906051324
GCAM 4.2,SSP2-19,World,Primary Energy|Fossil,EJ/yr,,,,,,393.6249217,,,,,433.1834033,,,,,,,,,,526.5353688,,,,,,,,,,509.8074498,,,,,,,,,,409.6768155,,,,,,,,,,368.9557819,,,,,,,,,,322.9199115,,,,,,,,,,257.3118854,,,,,,,,,,182.0610702,,,,,,,,,,136.565601,,,,,,,,,,113.733254
GCAM 4.2,SSP2-19,World,Primary Energy|Gas,EJ/yr,,,,,,98.8037251,,,,,113.8447856,,,,,,,,,,145.60874,,,,,,,,,,177.084157,,,,,,,,,,174.813764,,,,,,,,,,168.512379,,,,,,,,,,157.903759,,,,,,,,,,132.745591,,,,,,,,,,96.700954,,,,,,,,,,64.426764,,,,,,,,,,47.8961556
GCAM 4.2,SSP2-19,World,Primary Energy|Geothermal,EJ/yr,,,,,,0.209523304,,,,,0.245125699,,,,,,,,,,1.560205009,,,,,,,,,,3.21119081,,,,,,,,,,3.926573242,,,,,,,,,,4.040312668,,,,,,,,,,4.049618769,,,,,,,,,,4.041741959,,,,,,,,,,4.047638678,,,,,,,,,,3.94116427,,,,,,,,,,3.487014847
GCAM 4.2,SSP2-19,World,Primary Energy|Hydro,EJ/yr,,,,,,10.5597779,,,,,12.3909307,,,,,,,,,,13.0198439,,,,,,,,,,13.6647437,,,,,,,,,,14.6095264,,,,,,,,,,15.8542282,,,,,,,,,,17.0988992,,,,,,,,,,18.3425393,,,,,,,,,,19.5883008,,,,,,,,,,20.8329875,,,,,,,,,,21.4553438
GCAM 4.2,SSP2-19,World,Primary Energy|Non-Biomass Renewables,EJ/yr,,,,,,11.15996848,,,,,13.98674226,,,,,,,,,,21.5326068,,,,,,,,,,36.76335949,,,,,,,,,,62.25349121,,,,,,,,,,85.45988384,,,,,,,,,,109.7059292,,,,,,,,,,131.6753289,,,,,,,,,,155.538751,,,,,,,,,,175.4159868,,,,,,,,,,189.0405275
GCAM 4.2,SSP2-19,World,Primary Energy|Nuclear,EJ/yr,,,,,,9.9646246,,,,,9.9226372,,,,,,,,,,13.91221953,,,,,,,,,,34.2356952,,,,,,,,,,75.54158941,,,,,,,,,,104.2419126,,,,,,,,,,133.3553623,,,,,,,,,,166.4772005,,,,,,,,,,197.0170674,,,,,,,,,,213.7006035,,,,,,,,,,199.0610347
GCAM 4.2,SSP2-19,World,Primary Energy|Oil,EJ/yr,,,,,,170.4587682,,,,,176.0788393,,,,,,,,,,191.2945464,,,,,,,,,,184.4581955,,,,,,,,,,160.8913297,,,,,,,,,,140.8293062,,,,,,,,,,117.8087696,,,,,,,,,,97.7096178,,,,,,,,,,76.55644969,,,,,,,,,,69.63579736,,,,,,,,,,64.93104706
GCAM 4.2,SSP2-19,World,Primary Energy|Solar,EJ/yr,,,,,,0.016347428,,,,,0.120504237,,,,,,,,,,1.614185305,,,,,,,,,,4.6665284,,,,,,,,,,12.68714623,,,,,,,,,,23.81523826,,,,,,,,,,39.18955558,,,,,,,,,,55.29658209,,,,,,,,,,69.16768828,,,,,,,,,,78.50829708,,,,,,,,,,87.23430253
GCAM 4.2,SSP2-19,World,Primary Energy|Wind,EJ/yr,,,,,,0.37431985,,,,,1.230181622,,,,,,,,,,5.338372585,,,,,,,,,,15.22089658,,,,,,,,,,31.03024534,,,,,,,,,,41.75010471,,,,,,,,,,49.3678556,,,,,,,,,,53.99446557,,,,,,,,,,62.73512327,,,,,,,,,,72.133538,,,,,,,,,,76.86386637
GCAM 4.2,SSP2-19,World,Secondary Energy|Electricity,EJ/yr,,,,,,67.06430776,,,,,78.38901444,,,,,,,,,,110.6096584,,,,,,,,,,148.7026107,,,,,,,,,,208.8850602,,,,,,,,,,263.1556571,,,,,,,,,,315.091177,,,,,,,,,,363.8530327,,,,,,,,,,409.3789211,,,,,,,,,,461.0252204,,,,,,,,,,499.0108541
GCAM 4.2,SSP2-19,World,Secondary Energy|Electricity|Biomass,EJ/yr,,,,,,0.513289766,,,,,0.789247888,,,,,,,,,,1.4409646,,,,,,,,,,4.319203515,,,,,,,,,,13.81758116,,,,,,,,,,19.36698492,,,,,,,,,,21.33689584,,,,,,,,,,24.24493444,,,,,,,,,,31.3352814,,,,,,,,,,61.11132802,,,,,,,,,,107.031781
GCAM 4.2,SSP2-19,World,Secondary Energy|Electricity|Coal,EJ/yr,,,,,,26.94550189,,,,,31.86560968,,,,,,,,,,44.77852578,,,,,,,,,,38.35411075,,,,,,,,,,21.46355568,,,,,,,,,,18.82011859,,,,,,,,,,15.6529477,,,,,,,,,,8.952833617,,,,,,,,,,2.559357973,,,,,,,,,,0.487776691,,,,,,,,,,0.097702614
GCAM 4.2,SSP2-19,World,Secondary Energy|Electricity|Gas,EJ/yr,,,,,,14.47488245,,,,,18.35919873,,,,,,,,,,27.32184749,,,,,,,,,,33.1421177,,,,,,,,,,33.70107834,,,,,,,,,,33.36005497,,,,,,,,,,33.24203302,,,,,,,,,,30.68010984,,,,,,,,,,20.15182147,,,,,,,,,,8.089118026,,,,,,,,,,2.759857962
GCAM 4.2,SSP2-19,World,Secondary Energy|Electricity|Geothermal,EJ/yr,,,,,,0.209523304,,,,,0.245125699,,,,,,,,,,1.560205009,,,,,,,,,,3.21119081,,,,,,,,,,3.926573242,,,,,,,,,,4.040312668,,,,,,,,,,4.049618769,,,,,,,,,,4.041741959,,,,,,,,,,4.047638678,,,,,,,,,,3.94116427,,,,,,,,,,3.487014847
GCAM 4.2,SSP2-19,World,Secondary Energy|Electricity|Hydro,EJ/yr,,,,,,10.5597779,,,,,12.3909307,,,,,,,,,,13.0198439,,,,,,,,,,13.6647437,,,,,,,,,,14.6095264,,,,,,,,,,15.8542282,,,,,,,,,,17.0988992,,,,,,,,,,18.3425393,,,,,,,,,,19.5883008,,,,,,,,,,20.8329875,,,,,,,,,,21.4553438
GCAM 4.2,SSP2-19,World,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,,,,,,11.15996848,,,,,13.98674226,,,,,,,,,,21.5326068,,,,,,,,,,36.76335949,,,,,,,,,,62.25349122,,,,,,,,,,85.45988384,,,,,,,,,,109.7059292,,,,,,,,,,131.6753289,,,,,,,,,,155.538751,,,,,,,,,,175.4159868,,,,,,,,,,189.0405276
GCAM 4.2,SSP2-19,World,Secondary Energy|Electricity|Nuclear,EJ/yr,,,,,,9.9646246,,,,,9.9226372,,,,,,,,,,13.91221953,,,,,,,,,,34.2356952,,,,,,,,,,75.54158941,,,,,,,,,,104.2419126,,,,,,,,,,133.3553623,,,,,,,,,,166.4772005,,,,,,,,,,197.0170674,,,,,,,,,,213.7006035,,,,,,,,,,199.0610347
GCAM 4.2,SSP2-19,World,Secondary Energy|Electricity|Oil,EJ/yr,,,,,,4.006040575,,,,,3.465578685,,,,,,,,,,1.623494204,,,,,,,,,,1.888124056,,,,,,,,,,2.107764413,,,,,,,,,,1.90670216,,,,,,,,,,1.798009019,,,,,,,,,,1.822625447,,,,,,,,,,2.776641831,,,,,,,,,,2.220407298,,,,,,,,,,1.01995023
GCAM 4.2,SSP2-19,World,Secondary Energy|Electricity|Solar,EJ/yr,,,,,,0.016347428,,,,,0.120504237,,,,,,,,,,1.614185306,,,,,,,,,,4.666528401,,,,,,,,,,12.68714623,,,,,,,,,,23.81523826,,,,,,,,,,39.18955558,,,,,,,,,,55.29658209,,,,,,,,,,69.16768828,,,,,,,,,,78.50829708,,,,,,,,,,87.23430254
GCAM 4.2,SSP2-19,World,Secondary Energy|Electricity|Wind,EJ/yr,,,,,,0.37431985,,,,,1.230181622,,,,,,,,,,5.338372585,,,,,,,,,,15.22089658,,,,,,,,,,31.03024534,,,,,,,,,,41.75010471,,,,,,,,,,49.3678556,,,,,,,,,,53.99446557,,,,,,,,,,62.73512327,,,,,,,,,,72.133538,,,,,,,,,,76.86386637
