MODEL,SCENARIO,REGION,VARIABLE,UNIT,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
MESSAGE-GLOBIOM 1.0,SSP1-19,World,Secondary Energy|Electricity|Wind,EJ/yr,,,,,,0.388,,,,,1.994,,,,,,,,,,7.47,,,,,,,,,,19.236,,,,,,,,,,36.549,,,,,,,,,,58.691,,,,,,,,,,79.325,,,,,,,,,,111.25,,,,,,,,,,149,,,,,,,,,,175.481,,,,,,,,,,184.51
MESSAGE-GLOBIOM 1.0,SSP1-19,World,Secondary Energy|Gases,EJ/yr,,,,,,87.382,,,,,95.949,,,,,,,,,,95.262,,,,,,,,,,114.796,,,,,,,,,,141.5,,,,,,,,,,149.004,,,,,,,,,,136.489,,,,,,,,,,102.001,,,,,,,,,,47.222,,,,,,,,,,14.468,,,,,,,,,,4.45
MESSAGE-GLOBIOM 1.0,SSP1-19,World,Secondary Energy|Heat,EJ/yr,,,,,,13.452,,,,,13.21,,,,,,,,,,13.197,,,,,,,,,,17.944,,,,,,,,,,18.959,,,,,,,,,,18.234,,,,,,,,,,15.075,,,,,,,,,,9.439,,,,,,,,,,4.485,,,,,,,,,,3.41,,,,,,,,,,4.267
MESSAGE-GLOBIOM 1.0,SSP1-19,World,Secondary Energy|Hydrogen,EJ/yr,,,,,,0,,,,,0.105,,,,,,,,,,0.006,,,,,,,,,,3.604,,,,,,,,,,13.639,,,,,,,,,,30.656,,,,,,,,,,51.036,,,,,,,,,,69.634,,,,,,,,,,78.053,,,,,,,,,,83.004,,,,,,,,,,84.624
MESSAGE-GLOBIOM 1.0,SSP1-19,World,Secondary Energy|Liquids,EJ/yr,,,,,,164.105,,,,,159.289,,,,,,,,,,195.12,,,,,,,,,,180.13,,,,,,,,,,153.04,,,,,,,,,,100.586,,,,,,,,,,60.589,,,,,,,,,,50.33,,,,,,,,,,54.236,,,,,,,,,,56.802,,,,,,,,,,61.522
MESSAGE-GLOBIOM 1.0,SSP1-19,World,Secondary Energy|Solids,EJ/yr,,,,,,66.017,,,,,80.389,,,,,,,,,,81.575,,,,,,,,,,52.148,,,,,,,,,,25.746,,,,,,,,,,16.652,,,,,,,,,,21.995,,,,,,,,,,24.505,,,,,,,,,,23.744,,,,,,,,,,27.503,,,,,,,,,,30.857
MESSAGE-GLOBIOM 1.0,SSP1-26,World,Emissions|CO2,Mt CO2/yr,,,,,,37720.3815,,,,,40267.69877,,,,,,,,,,38420.43876,,,,,,,,,,32769.34486,,,,,,,,,,28134.5926,,,,,,,,,,19794.23834,,,,,,,,,,9669.221596,,,,,,,,,,1691.518701,,,,,,,,,,-4199.503055,,,,,,,,,,-9066.820413,,,,,,,,,,-12215.37349
MESSAGE-GLOBIOM 1.0,SSP1-26,World,Final Energy,EJ/yr,,,,,,323.082,,,,,362.253,,,,,,,,,,418.971,,,,,,,,,,446.578,,,,,,,,,,483.105,,,,,,,,,,497.964,,,,,,,,,,502.534,,,,,,,,,,520.644,,,,,,,,,,534.581,,,,,,,,,,542.679,,,,,,,,,,544.151
MESSAGE-GLOBIOM 1.0,SSP1-26,World,Population,million,,,,,,6503.13,,,,,6867.4,,,,,,,,,,7516.44,,,,,,,,,,7997.91,,,,,,,,,,8321.62,,,,,,,,,,8461.4,,,,,,,,,,8422.58,,,,,,,,,,8231.66,,,,,,,,,,7902.84,,,,,,,,,,7448.96,,,,,,,,,,6899.93
MESSAGE-GLOBIOM 1.0,SSP1-26,World,Price|Carbon,US$2010/t CO2,,,,,,4.805372,,,,,6.928614,,,,,,,,,,11.285989,,,,,,,,,,18.383684,,,,,,,,,,29.94508,,,,,,,,,,48.777377,,,,,,,,,,79.453198,,,,,,,,,,129.420896,,,,,,,,,,210.812998,,,,,,,,,,343.39217,,,,,,,,,,559.349648
MESSAGE-GLOBIOM 1.0,SSP1-26,World,Primary Energy,EJ/yr,,,,,,463.755,,,,,500.575,,,,,,,,,,545.629,,,,,,,,,,562.196,,,,,,,,,,608.199,,,,,,,,,,645.792,,,,,,,,,,678.329,,,,,,,,,,714.534,,,,,,,,,,739.616,,,,,,,,,,743.11,,,,,,,,,,737
MESSAGE-GLOBIOM 1.0,SSP1-26,World,Primary Energy|Biomass,EJ/yr,,,,,,48.451,,,,,54.822,,,,,,,,,,53.972,,,,,,,,,,47.301,,,,,,,,,,49.546,,,,,,,,,,61.587,,,,,,,,,,80.144,,,,,,,,,,108.387,,,,,,,,,,138.648,,,,,,,,,,166.853,,,,,,,,,,190.546
MESSAGE-GLOBIOM 1.0,SSP1-26,World,Primary Energy|Coal,EJ/yr,,,,,,121.292,,,,,140.424,,,,,,,,,,130.747,,,,,,,,,,94.786,,,,,,,,,,56.219,,,,,,,,,,34.11,,,,,,,,,,37.997,,,,,,,,,,50.909,,,,,,,,,,66.805,,,,,,,,,,64.423,,,,,,,,,,43.891
MESSAGE-GLOBIOM 1.0,SSP1-26,World,Primary Energy|Fossil,EJ/yr,,,,,,393.676,,,,,417.975,,,,,,,,,,445.136,,,,,,,,,,443.981,,,,,,,,,,454.219,,,,,,,,,,439.247,,,,,,,,,,405.628,,,,,,,,,,358.586,,,,,,,,,,292.833,,,,,,,,,,193.61,,,,,,,,,,98.696
MESSAGE-GLOBIOM 1.0,SSP1-26,World,Primary Energy|Gas,EJ/yr,,,,,,100.33,,,,,105.766,,,,,,,,,,107.279,,,,,,,,,,138.543,,,,,,,,,,192.989,,,,,,,,,,245.202,,,,,,,,,,269.337,,,,,,,,,,254.87,,,,,,,,,,200.198,,,,,,,,,,121.536,,,,,,,,,,53.776
MESSAGE-GLOBIOM 1.0,SSP1-26,World,Primary Energy|Geothermal,EJ/yr,,,,,,0.358,,,,,0.547,,,,,,,,,,0.608,,,,,,,,,,0.549,,,,,,,,,,0.432,,,,,,,,,,0.674,,,,,,,,,,1.042,,,,,,,,,,1.682,,,,,,,,,,2.639,,,,,,,,,,3.642,,,,,,,,,,5.056
MESSAGE-GLOBIOM 1.0,SSP1-26,World,Primary Energy|Hydro,EJ/yr,,,,,,10.615,,,,,12.881,,,,,,,,,,14.791,,,,,,,,,,17.167,,,,,,,,,,21.392,,,,,,,,,,23.252,,,,,,,,,,27.549,,,,,,,,,,29.303,,,,,,,,,,32.084,,,,,,,,,,35.187,,,,,,,,,,36.178
MESSAGE-GLOBIOM 1.0,SSP1-26,World,Primary Energy|Non-Biomass Renewables,EJ/yr,,,,,,11.668,,,,,17.877,,,,,,,,,,34.117,,,,,,,,,,59.062,,,,,,,,,,94.827,,,,,,,,,,134.983,,,,,,,,,,174.883,,,,,,,,,,214.185,,,,,,,,,,256.254,,,,,,,,,,312.108,,,,,,,,,,361.039
MESSAGE-GLOBIOM 1.0,SSP1-26,World,Primary Energy|Nuclear,EJ/yr,,,,,,9.966,,,,,9.908,,,,,,,,,,12.417,,,,,,,,,,11.885,,,,,,,,,,9.658,,,,,,,,,,10.038,,,,,,,,,,17.78,,,,,,,,,,33.71,,,,,,,,,,52.456,,,,,,,,,,72.283,,,,,,,,,,91.101
MESSAGE-GLOBIOM 1.0,SSP1-26,World,Primary Energy|Oil,EJ/yr,,,,,,172.054,,,,,171.785,,,,,,,,,,207.11,,,,,,,,,,210.652,,,,,,,,,,205.011,,,,,,,,,,159.935,,,,,,,,,,98.294,,,,,,,,,,52.807,,,,,,,,,,25.83,,,,,,,,,,7.651,,,,,,,,,,1.029
MESSAGE-GLOBIOM 1.0,SSP1-26,World,Primary Energy|Other,EJ/yr,,,,,,0,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0.317,,,,,,,,,,1.901,,,,,,,,,,5.165
MESSAGE-GLOBIOM 1.0,SSP1-26,World,Primary Energy|Solar,EJ/yr,,,,,,0.308,,,,,2.455,,,,,,,,,,11.349,,,,,,,,,,26.063,,,,,,,,,,45.004,,,,,,,,,,64.817,,,,,,,,,,82.666,,,,,,,,,,98.215,,,,,,,,,,112.367,,,,,,,,,,131.273,,,,,,,,,,156.259
MESSAGE-GLOBIOM 1.0,SSP1-26,World,Primary Energy|Wind,EJ/yr,,,,,,0.387,,,,,1.994,,,,,,,,,,7.369,,,,,,,,,,15.283,,,,,,,,,,27.999,,,,,,,,,,46.24,,,,,,,,,,63.626,,,,,,,,,,84.985,,,,,,,,,,109.164,,,,,,,,,,142.006,,,,,,,,,,163.546
MESSAGE-GLOBIOM 1.0,SSP1-26,World,Secondary Energy|Electricity,EJ/yr,,,,,,65.089,,,,,76.077,,,,,,,,,,90.647,,,,,,,,,,111.837,,,,,,,,,,146.119,,,,,,,,,,188.139,,,,,,,,,,244.368,,,,,,,,,,294.005,,,,,,,,,,345.559,,,,,,,,,,402.382,,,,,,,,,,451.315
MESSAGE-GLOBIOM 1.0,SSP1-26,World,Secondary Energy|Electricity|Biomass,EJ/yr,,,,,,0.453,,,,,0.8,,,,,,,,,,0.809,,,,,,,,,,0.637,,,,,,,,,,0.549,,,,,,,,,,1.265,,,,,,,,,,2.095,,,,,,,,,,2.823,,,,,,,,,,3.33,,,,,,,,,,4.009,,,,,,,,,,4.948
MESSAGE-GLOBIOM 1.0,SSP1-26,World,Secondary Energy|Electricity|Coal,EJ/yr,,,,,,26.317,,,,,31.205,,,,,,,,,,28.826,,,,,,,,,,20.456,,,,,,,,,,9.014,,,,,,,,,,0.541,,,,,,,,,,0.565,,,,,,,,,,0.942,,,,,,,,,,1.308,,,,,,,,,,1.288,,,,,,,,,,0.878
MESSAGE-GLOBIOM 1.0,SSP1-26,World,Secondary Energy|Electricity|Gas,EJ/yr,,,,,,13.296,,,,,16.36,,,,,,,,,,23.453,,,,,,,,,,41.209,,,,,,,,,,61.676,,,,,,,,,,74.843,,,,,,,,,,80.936,,,,,,,,,,73.678,,,,,,,,,,59.747,,,,,,,,,,34.728,,,,,,,,,,13.159
MESSAGE-GLOBIOM 1.0,SSP1-26,World,Secondary Energy|Electricity|Geothermal,EJ/yr,,,,,,0.204,,,,,0.353,,,,,,,,,,0.319,,,,,,,,,,0.188,,,,,,,,,,0.286,,,,,,,,,,0.52,,,,,,,,,,0.856,,,,,,,,,,1.418,,,,,,,,,,2.249,,,,,,,,,,3.093,,,,,,,,,,4.264
MESSAGE-GLOBIOM 1.0,SSP1-26,World,Secondary Energy|Electricity|Hydro,EJ/yr,,,,,,10.615,,,,,12.881,,,,,,,,,,14.791,,,,,,,,,,17.167,,,,,,,,,,21.392,,,,,,,,,,23.252,,,,,,,,,,27.549,,,,,,,,,,29.303,,,,,,,,,,32.084,,,,,,,,,,35.187,,,,,,,,,,36.178
MESSAGE-GLOBIOM 1.0,SSP1-26,World,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,,,,,,11.221,,,,,15.483,,,,,,,,,,24.234,,,,,,,,,,37.336,,,,,,,,,,65.232,,,,,,,,,,101.658,,,,,,,,,,143.389,,,,,,,,,,183.516,,,,,,,,,,228.981,,,,,,,,,,290.251,,,,,,,,,,341.718
MESSAGE-GLOBIOM 1.0,SSP1-26,World,Secondary Energy|Electricity|Nuclear,EJ/yr,,,,,,9.803,,,,,9.776,,,,,,,,,,12.203,,,,,,,,,,11.576,,,,,,,,,,9.372,,,,,,,,,,9.736,,,,,,,,,,17.354,,,,,,,,,,33.011,,,,,,,,,,51.64,,,,,,,,,,71.512,,,,,,,,,,90.315
MESSAGE-GLOBIOM 1.0,SSP1-26,World,Secondary Energy|Electricity|Oil,EJ/yr,,,,,,3.999,,,,,2.453,,,,,,,,,,1.122,,,,,,,,,,0.623,,,,,,,,,,0.275,,,,,,,,,,0.096,,,,,,,,,,0.025,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0
MESSAGE-GLOBIOM 1.0,SSP1-26,World,Secondary Energy|Electricity|Solar,EJ/yr,,,,,,0.015,,,,,0.255,,,,,,,,,,1.755,,,,,,,,,,4.698,,,,,,,,,,15.555,,,,,,,,,,31.646,,,,,,,,,,51.358,,,,,,,,,,67.81,,,,,,,,,,85.484,,,,,,,,,,109.965,,,,,,,,,,137.73
MESSAGE-GLOBIOM 1.0,SSP1-26,World,Secondary Energy|Electricity|Wind,EJ/yr,,,,,,0.387,,,,,1.994,,,,,,,,,,7.369,,,,,,,,,,15.283,,,,,,,,,,27.999,,,,,,,,,,46.24,,,,,,,,,,63.626,,,,,,,,,,84.985,,,,,,,,,,109.164,,,,,,,,,,142.006,,,,,,,,,,163.546
MESSAGE-GLOBIOM 1.0,SSP1-26,World,Secondary Energy|Gases,EJ/yr,,,,,,87.368,,,,,95.984,,,,,,,,,,95.148,,,,,,,,,,115.173,,,,,,,,,,153.391,,,,,,,,,,190.898,,,,,,,,,,211.433,,,,,,,,,,193.278,,,,,,,,,,134.236,,,,,,,,,,72.401,,,,,,,,,,24.413
MESSAGE-GLOBIOM 1.0,SSP1-26,World,Secondary Energy|Heat,EJ/yr,,,,,,13.451,,,,,13.211,,,,,,,,,,13.601,,,,,,,,,,17.257,,,,,,,,,,18.8,,,,,,,,,,19.108,,,,,,,,,,17.635,,,,,,,,,,16.606,,,,,,,,,,13.206,,,,,,,,,,8.993,,,,,,,,,,7.558
MESSAGE-GLOBIOM 1.0,SSP1-26,World,Secondary Energy|Hydrogen,EJ/yr,,,,,,0,,,,,0.105,,,,,,,,,,0,,,,,,,,,,1.128,,,,,,,,,,5.543,,,,,,,,,,13.588,,,,,,,,,,22.333,,,,,,,,,,38.186,,,,,,,,,,61.227,,,,,,,,,,80.802,,,,,,,,,,86.941
MESSAGE-GLOBIOM 1.0,SSP1-26,World,Secondary Energy|Liquids,EJ/yr,,,,,,164.119,,,,,159.267,,,,,,,,,,194.905,,,,,,,,,,201.968,,,,,,,,,,200.007,,,,,,,,,,166.911,,,,,,,,,,117.415,,,,,,,,,,83.633,,,,,,,,,,64.251,,,,,,,,,,54.924,,,,,,,,,,56.671
MESSAGE-GLOBIOM 1.0,SSP1-26,World,Secondary Energy|Solids,EJ/yr,,,,,,66.017,,,,,80.709,,,,,,,,,,82.266,,,,,,,,,,68.072,,,,,,,,,,51.261,,,,,,,,,,31.237,,,,,,,,,,22.258,,,,,,,,,,20.853,,,,,,,,,,23.813,,,,,,,,,,26.38,,,,,,,,,,25.855
MESSAGE-GLOBIOM 1.0,SSP1-34,World,Emissions|CO2,Mt CO2/yr,,,,,,37720.47461,,,,,40267.72719,,,,,,,,,,39862.00925,,,,,,,,,,38448.67162,,,,,,,,,,35708.25633,,,,,,,,,,32990.65735,,,,,,,,,,27036.99593,,,,,,,,,,17295.55571,,,,,,,,,,7632.617021,,,,,,,,,,-102.8568172,,,,,,,,,,-6174.116789
MESSAGE-GLOBIOM 1.0,SSP1-34,World,Final Energy,EJ/yr,,,,,,323.081,,,,,362.253,,,,,,,,,,419.385,,,,,,,,,,465.785,,,,,,,,,,518.602,,,,,,,,,,555.95,,,,,,,,,,565.7,,,,,,,,,,565.03,,,,,,,,,,572.397,,,,,,,,,,573.355,,,,,,,,,,567.097
MESSAGE-GLOBIOM 1.0,SSP1-34,World,Population,million,,,,,,6503.13,,,,,6867.4,,,,,,,,,,7516.44,,,,,,,,,,7997.91,,,,,,,,,,8321.62,,,,,,,,,,8461.4,,,,,,,,,,8422.58,,,,,,,,,,8231.66,,,,,,,,,,7902.84,,,,,,,,,,7448.96,,,,,,,,,,6899.93
MESSAGE-GLOBIOM 1.0,SSP1-34,World,Price|Carbon,US$2010/t CO2,,,,,,2.051533,,,,,2.957999,,,,,,,,,,4.818264,,,,,,,,,,7.848445,,,,,,,,,,12.784288,,,,,,,,,,20.824265,,,,,,,,,,33.920535,,,,,,,,,,55.252978,,,,,,,,,,90.001274,,,,,,,,,,146.602588,,,,,,,,,,238.800177
MESSAGE-GLOBIOM 1.0,SSP1-34,World,Primary Energy,EJ/yr,,,,,,463.753,,,,,500.576,,,,,,,,,,546.266,,,,,,,,,,591.94,,,,,,,,,,646.151,,,,,,,,,,701.903,,,,,,,,,,736.823,,,,,,,,,,756.453,,,,,,,,,,771.979,,,,,,,,,,778.312,,,,,,,,,,767.975
MESSAGE-GLOBIOM 1.0,SSP1-34,World,Primary Energy|Biomass,EJ/yr,,,,,,48.448,,,,,54.823,,,,,,,,,,51.282,,,,,,,,,,42.07,,,,,,,,,,40.039,,,,,,,,,,49.112,,,,,,,,,,61.368,,,,,,,,,,78.979,,,,,,,,,,98.025,,,,,,,,,,121.906,,,,,,,,,,143.88
MESSAGE-GLOBIOM 1.0,SSP1-34,World,Primary Energy|Coal,EJ/yr,,,,,,121.292,,,,,140.424,,,,,,,,,,131.943,,,,,,,,,,118.623,,,,,,,,,,77.962,,,,,,,,,,59.883,,,,,,,,,,58.074,,,,,,,,,,59.924,,,,,,,,,,60.663,,,,,,,,,,66.703,,,,,,,,,,80.829
MESSAGE-GLOBIOM 1.0,SSP1-34,World,Primary Energy|Fossil,EJ/yr,,,,,,393.677,,,,,417.975,,,,,,,,,,448.595,,,,,,,,,,484.161,,,,,,,,,,508.343,,,,,,,,,,523.387,,,,,,,,,,509.176,,,,,,,,,,470.846,,,,,,,,,,409.18,,,,,,,,,,338.698,,,,,,,,,,247.218
MESSAGE-GLOBIOM 1.0,SSP1-34,World,Primary Energy|Gas,EJ/yr,,,,,,100.33,,,,,105.766,,,,,,,,,,107.736,,,,,,,,,,136.702,,,,,,,,,,195.484,,,,,,,,,,242.826,,,,,,,,,,277.286,,,,,,,,,,290.572,,,,,,,,,,265.175,,,,,,,,,,228.397,,,,,,,,,,152.863
MESSAGE-GLOBIOM 1.0,SSP1-34,World,Primary Energy|Geothermal,EJ/yr,,,,,,0.358,,,,,0.547,,,,,,,,,,0.608,,,,,,,,,,0.544,,,,,,,,,,0.191,,,,,,,,,,0.205,,,,,,,,,,0.453,,,,,,,,,,0.707,,,,,,,,,,1.37,,,,,,,,,,2.213,,,,,,,,,,3.192
MESSAGE-GLOBIOM 1.0,SSP1-34,World,Primary Energy|Hydro,EJ/yr,,,,,,10.615,,,,,12.881,,,,,,,,,,14.791,,,,,,,,,,16.102,,,,,,,,,,21.144,,,,,,,,,,22.681,,,,,,,,,,24.122,,,,,,,,,,25.796,,,,,,,,,,30.696,,,,,,,,,,31.396,,,,,,,,,,34.254
MESSAGE-GLOBIOM 1.0,SSP1-34,World,Primary Energy|Non-Biomass Renewables,EJ/yr,,,,,,11.668,,,,,17.877,,,,,,,,,,33.986,,,,,,,,,,54.635,,,,,,,,,,90.196,,,,,,,,,,123.822,,,,,,,,,,158.393,,,,,,,,,,193.705,,,,,,,,,,239.576,,,,,,,,,,279.47,,,,,,,,,,329.014
MESSAGE-GLOBIOM 1.0,SSP1-34,World,Primary Energy|Nuclear,EJ/yr,,,,,,9.966,,,,,9.908,,,,,,,,,,12.416,,,,,,,,,,11.107,,,,,,,,,,7.618,,,,,,,,,,5.662,,,,,,,,,,7.966,,,,,,,,,,13.026,,,,,,,,,,25.486,,,,,,,,,,38.758,,,,,,,,,,48.659
MESSAGE-GLOBIOM 1.0,SSP1-34,World,Primary Energy|Oil,EJ/yr,,,,,,172.055,,,,,171.785,,,,,,,,,,208.916,,,,,,,,,,228.836,,,,,,,,,,234.897,,,,,,,,,,220.678,,,,,,,,,,173.816,,,,,,,,,,120.35,,,,,,,,,,83.342,,,,,,,,,,43.598,,,,,,,,,,13.526
MESSAGE-GLOBIOM 1.0,SSP1-34,World,Primary Energy|Other,EJ/yr,,,,,,0,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0
MESSAGE-GLOBIOM 1.0,SSP1-34,World,Primary Energy|Solar,EJ/yr,,,,,,0.308,,,,,2.455,,,,,,,,,,11.355,,,,,,,,,,25.699,,,,,,,,,,44.158,,,,,,,,,,61.078,,,,,,,,,,78.599,,,,,,,,,,95.49,,,,,,,,,,108.817,,,,,,,,,,126.786,,,,,,,,,,146.179
MESSAGE-GLOBIOM 1.0,SSP1-34,World,Primary Energy|Wind,EJ/yr,,,,,,0.387,,,,,1.994,,,,,,,,,,7.232,,,,,,,,,,12.29,,,,,,,,,,24.703,,,,,,,,,,39.858,,,,,,,,,,55.219,,,,,,,,,,71.712,,,,,,,,,,98.693,,,,,,,,,,119.075,,,,,,,,,,145.389
MESSAGE-GLOBIOM 1.0,SSP1-34,World,Secondary Energy|Electricity,EJ/yr,,,,,,65.089,,,,,76.077,,,,,,,,,,90.437,,,,,,,,,,110.833,,,,,,,,,,141.698,,,,,,,,,,176.168,,,,,,,,,,223.195,,,,,,,,,,272.131,,,,,,,,,,315.413,,,,,,,,,,357.299,,,,,,,,,,398.474
MESSAGE-GLOBIOM 1.0,SSP1-34,World,Secondary Energy|Electricity|Biomass,EJ/yr,,,,,,0.453,,,,,0.8,,,,,,,,,,0.806,,,,,,,,,,0.583,,,,,,,,,,0.671,,,,,,,,,,2.04,,,,,,,,,,2.462,,,,,,,,,,2.787,,,,,,,,,,2.775,,,,,,,,,,3.346,,,,,,,,,,3.654
MESSAGE-GLOBIOM 1.0,SSP1-34,World,Secondary Energy|Electricity|Coal,EJ/yr,,,,,,26.317,,,,,31.205,,,,,,,,,,28.88,,,,,,,,,,26.413,,,,,,,,,,11.047,,,,,,,,,,2.163,,,,,,,,,,0.803,,,,,,,,,,0.692,,,,,,,,,,0.903,,,,,,,,,,1.184,,,,,,,,,,1.577
MESSAGE-GLOBIOM 1.0,SSP1-34,World,Secondary Energy|Electricity|Gas,EJ/yr,,,,,,13.296,,,,,16.36,,,,,,,,,,23.314,,,,,,,,,,39.751,,,,,,,,,,62.701,,,,,,,,,,77.312,,,,,,,,,,90.272,,,,,,,,,,95.071,,,,,,,,,,77.268,,,,,,,,,,61.212,,,,,,,,,,38.247
MESSAGE-GLOBIOM 1.0,SSP1-34,World,Secondary Energy|Electricity|Geothermal,EJ/yr,,,,,,0.204,,,,,0.353,,,,,,,,,,0.32,,,,,,,,,,0.189,,,,,,,,,,0.082,,,,,,,,,,0.096,,,,,,,,,,0.338,,,,,,,,,,0.636,,,,,,,,,,1.269,,,,,,,,,,2.029,,,,,,,,,,2.891
MESSAGE-GLOBIOM 1.0,SSP1-34,World,Secondary Energy|Electricity|Hydro,EJ/yr,,,,,,10.615,,,,,12.881,,,,,,,,,,14.791,,,,,,,,,,16.102,,,,,,,,,,21.144,,,,,,,,,,22.681,,,,,,,,,,24.122,,,,,,,,,,25.796,,,,,,,,,,30.696,,,,,,,,,,31.396,,,,,,,,,,34.254
MESSAGE-GLOBIOM 1.0,SSP1-34,World,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,,,,,,11.221,,,,,15.483,,,,,,,,,,24.104,,,,,,,,,,32.603,,,,,,,,,,59.576,,,,,,,,,,89.038,,,,,,,,,,121.834,,,,,,,,,,160.415,,,,,,,,,,209.138,,,,,,,,,,253.228,,,,,,,,,,306.62
MESSAGE-GLOBIOM 1.0,SSP1-34,World,Secondary Energy|Electricity|Nuclear,EJ/yr,,,,,,9.803,,,,,9.776,,,,,,,,,,12.21,,,,,,,,,,10.857,,,,,,,,,,7.427,,,,,,,,,,5.518,,,,,,,,,,7.799,,,,,,,,,,12.8,,,,,,,,,,25.028,,,,,,,,,,38.114,,,,,,,,,,47.845
MESSAGE-GLOBIOM 1.0,SSP1-34,World,Secondary Energy|Electricity|Oil,EJ/yr,,,,,,3.999,,,,,2.453,,,,,,,,,,1.123,,,,,,,,,,0.626,,,,,,,,,,0.276,,,,,,,,,,0.097,,,,,,,,,,0.025,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0
MESSAGE-GLOBIOM 1.0,SSP1-34,World,Secondary Energy|Electricity|Solar,EJ/yr,,,,,,0.015,,,,,0.255,,,,,,,,,,1.761,,,,,,,,,,4.022,,,,,,,,,,13.647,,,,,,,,,,26.403,,,,,,,,,,42.155,,,,,,,,,,62.271,,,,,,,,,,78.48,,,,,,,,,,100.728,,,,,,,,,,124.086
MESSAGE-GLOBIOM 1.0,SSP1-34,World,Secondary Energy|Electricity|Wind,EJ/yr,,,,,,0.387,,,,,1.994,,,,,,,,,,7.232,,,,,,,,,,12.29,,,,,,,,,,24.703,,,,,,,,,,39.858,,,,,,,,,,55.219,,,,,,,,,,71.712,,,,,,,,,,98.693,,,,,,,,,,119.075,,,,,,,,,,145.389
MESSAGE-GLOBIOM 1.0,SSP1-34,World,Secondary Energy|Gases,EJ/yr,,,,,,87.358,,,,,95.984,,,,,,,,,,95.459,,,,,,,,,,113.416,,,,,,,,,,155.08,,,,,,,,,,191.49,,,,,,,,,,219.45,,,,,,,,,,231.822,,,,,,,,,,193.791,,,,,,,,,,142.905,,,,,,,,,,83.041
MESSAGE-GLOBIOM 1.0,SSP1-34,World,Secondary Energy|Heat,EJ/yr,,,,,,13.451,,,,,13.211,,,,,,,,,,13.162,,,,,,,,,,16.516,,,,,,,,,,16.347,,,,,,,,,,16.778,,,,,,,,,,15.533,,,,,,,,,,14.018,,,,,,,,,,13.661,,,,,,,,,,12.411,,,,,,,,,,11.107
MESSAGE-GLOBIOM 1.0,SSP1-34,World,Secondary Energy|Hydrogen,EJ/yr,,,,,,0,,,,,0.105,,,,,,,,,,0.006,,,,,,,,,,0.799,,,,,,,,,,3.095,,,,,,,,,,7.841,,,,,,,,,,15.417,,,,,,,,,,24.932,,,,,,,,,,35.626,,,,,,,,,,48.612,,,,,,,,,,75.488
MESSAGE-GLOBIOM 1.0,SSP1-34,World,Secondary Energy|Liquids,EJ/yr,,,,,,164.118,,,,,159.267,,,,,,,,,,196.407,,,,,,,,,,217.149,,,,,,,,,,223.333,,,,,,,,,,214.634,,,,,,,,,,174.954,,,,,,,,,,133.626,,,,,,,,,,105.99,,,,,,,,,,76.984,,,,,,,,,,51.84
MESSAGE-GLOBIOM 1.0,SSP1-34,World,Secondary Energy|Solids,EJ/yr,,,,,,66.017,,,,,80.71,,,,,,,,,,80.655,,,,,,,,,,72.915,,,,,,,,,,70.801,,,,,,,,,,61.3,,,,,,,,,,51.126,,,,,,,,,,36.553,,,,,,,,,,31.579,,,,,,,,,,28.647,,,,,,,,,,28.717
MESSAGE-GLOBIOM 1.0,SSP1-45,World,Emissions|CO2,Mt CO2/yr,,,,,,37720.49768,,,,,40267.7938,,,,,,,,,,40543.78721,,,,,,,,,,41959.43076,,,,,,,,,,41455.92155,,,,,,,,,,41246.21166,,,,,,,,,,40159.44908,,,,,,,,,,35706.75194,,,,,,,,,,28396.3662,,,,,,,,,,18646.25433,,,,,,,,,,8904.655083
MESSAGE-GLOBIOM 1.0,SSP1-45,World,Final Energy,EJ/yr,,,,,,323.077,,,,,362.253,,,,,,,,,,419.655,,,,,,,,,,473.352,,,,,,,,,,536.529,,,,,,,,,,585.756,,,,,,,,,,615.701,,,,,,,,,,622.237,,,,,,,,,,618.463,,,,,,,,,,615.428,,,,,,,,,,607.175
